stock,endDate,netIncomeApplicableToCommonShares,netIncomeFromContinuingOps,totalOtherIncomeExpenseNet,costOfRevenue,totalOperatingExpenses,totalRevenue,incomeTaxExpense,interestExpense,operatingIncome,ebit,grossProfit,sellingGeneralAdministrative,netIncome,incomeBeforeTax,researchDevelopment,otherOperatingExpenses,minorityInterest,discontinuedOperations
AAPL,2019-09-28,55256000000,55256000000,1807000000,161782000000,196244000000,260174000000,10481000000,3576000000,63930000000,63930000000,98392000000,18245000000,55256000000,65737000000,16217000000,,,
AAPL,2018-09-29,59531000000,59531000000,2005000000,163756000000,194697000000,265595000000,13372000000,3240000000,70898000000,70898000000,101839000000,16705000000,59531000000,72903000000,14236000000,,,
AAPL,2017-09-30,48351000000,48351000000,2745000000,141048000000,167890000000,229234000000,15738000000,2323000000,61344000000,61344000000,88186000000,15261000000,48351000000,64089000000,11581000000,,,
AAPL,2016-09-24,45687000000,45687000000,1348000000,131376000000,155615000000,215639000000,15685000000,1456000000,60024000000,60024000000,84263000000,14194000000,45687000000,61372000000,10045000000,,,
AAPL,2020-03-28,11249000000,11249000000,282000000,35943000000,45460000000,58313000000,1886000000,757000000,12853000000,12853000000,22370000000,4952000000,11249000000,13135000000,4565000000,,,
AAPL,2019-12-28,22236000000,22236000000,349000000,56602000000,66250000000,91819000000,3682000000,785000000,25569000000,25569000000,35217000000,5197000000,22236000000,25918000000,4451000000,,,
AAPL,2019-09-28,13686000000,13686000000,502000000,39727000000,48415000000,64040000000,2441000000,810000000,15625000000,15625000000,24313000000,4578000000,13686000000,16127000000,4110000000,,,
AAPL,2019-06-29,10044000000,10044000000,367000000,33582000000,42265000000,53809000000,1867000000,866000000,11544000000,11544000000,20227000000,4426000000,10044000000,11911000000,4257000000,,,
MSFT,2019-06-30,39240000000,39240000000,729000000,42910000000,82884000000,125843000000,4448000000,2686000000,42959000000,42959000000,82933000000,23098000000,39240000000,43688000000,16876000000,,,
MSFT,2018-06-30,16571000000,16571000000,1416000000,38353000000,75302000000,110360000000,19903000000,2733000000,35058000000,35058000000,72007000000,22223000000,16571000000,36474000000,14726000000,,,
MSFT,2017-06-30,25489000000,25489000000,570000000,34261000000,67240000000,96571000000,4412000000,2222000000,29331000000,29331000000,62310000000,19942000000,25489000000,29901000000,13037000000,,,
MSFT,2016-06-30,20539000000,20539000000,1549000000,32780000000,63966000000,91154000000,5100000000,1243000000,27188000000,27188000000,58374000000,19198000000,20539000000,25639000000,11988000000,,,
MSFT,2020-03-31,10752000000,10752000000,132000000,10975000000,22046000000,35021000000,2091000000,615000000,12975000000,12975000000,24046000000,6184000000,10752000000,12843000000,4887000000,,,
MSFT,2019-12-31,11649000000,11649000000,194000000,12358000000,23015000000,36906000000,2436000000,655000000,13891000000,13891000000,24548000000,6054000000,11649000000,14085000000,4603000000,,,
MSFT,2019-09-30,10678000000,10678000000,0,10406000000,20369000000,33055000000,2008000000,637000000,12686000000,12686000000,22649000000,5398000000,10678000000,12686000000,4565000000,,,
MSFT,2019-06-30,13187000000,13187000000,191000000,10412000000,21312000000,33717000000,591000000,669000000,12405000000,12405000000,23305000000,6387000000,13187000000,12596000000,4513000000,,,
AMZN,2019-12-31,11588000000,11588000000,442000000,165536000000,266118000000,280522000000,2374000000,1600000000,14404000000,14404000000,114986000000,64313000000,11588000000,13962000000,35931000000,338000000,,
AMZN,2018-12-31,10073000000,10073000000,1151000000,139156000000,220466000000,232887000000,1197000000,1417000000,12421000000,12421000000,93731000000,52177000000,10073000000,11270000000,28837000000,296000000,,
AMZN,2017-12-31,3033000000,3033000000,304000000,111934000000,173760000000,177866000000,769000000,848000000,4106000000,4106000000,65932000000,38992000000,3033000000,3802000000,22620000000,214000000,,
AMZN,2016-12-31,2371000000,2371000000,390000000,88265000000,131801000000,135987000000,1425000000,484000000,4186000000,4186000000,47722000000,27284000000,2371000000,3796000000,16085000000,167000000,,
AMZN,2020-03-31,2535000000,2535000000,741000000,44257000000,71463000000,75452000000,744000000,402000000,3989000000,3989000000,31195000000,17811000000,2535000000,3279000000,9325000000,,70000000,
AMZN,2019-12-31,3268000000,3268000000,175000000,53977000000,83557000000,87436000000,786000000,455000000,3879000000,3879000000,33459000000,19775000000,3268000000,4054000000,9740000000,,65000000,
AMZN,2019-09-30,2134000000,2134000000,392000000,41302000000,66961000000,69981000000,494000000,396000000,3020000000,3020000000,28679000000,16267000000,2134000000,2628000000,9200000000,,192000000,
AMZN,2019-06-30,2625000000,2625000000,202000000,36337000000,60320000000,63404000000,257000000,383000000,3084000000,3084000000,27067000000,14832000000,2625000000,2882000000,9065000000,,86000000,
GOOGL,2019-12-31,34343000000,34343000000,3143000000,71896000000,125375000000,161857000000,5282000000,100000000,36482000000,36482000000,89961000000,27461000000,34343000000,39625000000,26018000000,,,
GOOGL,2018-12-31,30736000000,30736000000,2318000000,59549000000,104224000000,136819000000,4177000000,114000000,32595000000,32595000000,77270000000,23256000000,30736000000,34913000000,21419000000,,,
GOOGL,2017-12-31,12662000000,12662000000,1721000000,45583000000,81941000000,110855000000,14531000000,109000000,28914000000,28914000000,65272000000,19733000000,12662000000,27193000000,16625000000,,,
GOOGL,2016-12-31,19478000000,19478000000,434000000,35138000000,66556000000,90272000000,4672000000,124000000,23716000000,23716000000,55134000000,17470000000,19478000000,24150000000,13948000000,,,
GOOGL,2020-03-31,6836000000,6836000000,220000000,18982000000,33182000000,41159000000,921000000,21000000,7977000000,7977000000,22177000000,7380000000,6836000000,7757000000,6820000000,,,
GOOGL,2019-12-31,10671000000,10671000000,884000000,21020000000,36255000000,46075000000,33000000,17000000,9820000000,9820000000,25055000000,8013000000,10671000000,10704000000,7222000000,,,
GOOGL,2019-09-30,7068000000,7068000000,549000000,17568000000,31322000000,40499000000,1560000000,23000000,9177000000,9177000000,22931000000,7200000000,7068000000,8628000000,6554000000,,,
GOOGL,2019-06-30,9947000000,9947000000,2967000000,17296000000,29764000000,38944000000,2200000000,25000000,9180000000,9180000000,21648000000,6255000000,9947000000,12147000000,6213000000,,,
GOOG,2019-12-31,34343000000,34343000000,3143000000,71896000000,125375000000,161857000000,5282000000,100000000,36482000000,36482000000,89961000000,27461000000,34343000000,39625000000,26018000000,,,
GOOG,2018-12-31,30736000000,30736000000,2318000000,59549000000,104224000000,136819000000,4177000000,114000000,32595000000,32595000000,77270000000,23256000000,30736000000,34913000000,21419000000,,,
GOOG,2017-12-31,12662000000,12662000000,1721000000,45583000000,81941000000,110855000000,14531000000,109000000,28914000000,28914000000,65272000000,19733000000,12662000000,27193000000,16625000000,,,
GOOG,2016-12-31,19478000000,19478000000,434000000,35138000000,66556000000,90272000000,4672000000,124000000,23716000000,23716000000,55134000000,17470000000,19478000000,24150000000,13948000000,,,
GOOG,2020-03-31,6836000000,6836000000,220000000,18982000000,33182000000,41159000000,921000000,21000000,7977000000,7977000000,22177000000,7380000000,6836000000,7757000000,6820000000,,,
GOOG,2019-12-31,10671000000,10671000000,884000000,21020000000,36255000000,46075000000,33000000,17000000,9820000000,9820000000,25055000000,8013000000,10671000000,10704000000,7222000000,,,
GOOG,2019-09-30,7068000000,7068000000,549000000,17568000000,31322000000,40499000000,1560000000,23000000,9177000000,9177000000,22931000000,7200000000,7068000000,8628000000,6554000000,,,
GOOG,2019-06-30,9947000000,9947000000,2967000000,17296000000,29764000000,38944000000,2200000000,25000000,9180000000,9180000000,21648000000,6255000000,9947000000,12147000000,6213000000,,,
TSLA,2019-12-31,862000000,775000000,745000000,20509000000,24498000000,24578000000,110000000,725000000,80000000,80000000,4069000000,2646000000,862000000,665000000,1343000000,,1492000000,
TSLA,2018-12-31,976000000,1063000000,752000000,17419000000,21714000000,21461000000,58000000,653000000,253000000,253000000,4042000000,2835000000,976000000,1005000000,1460000000,,1390000000,
TSLA,2017-12-31,1962000000,2241000000,577000000,9536000000,13391000000,11759000000,32000000,477000000,1632000000,1632000000,2223000000,2477000000,1962000000,2209000000,1378000000,,1395080000,
TSLA,2016-12-31,674914000,773046000,100708000,5400875000,7645772000,7000132000,26698000,191815000,645640000,645640000,1599257000,1410489000,674914000,746348000,834408000,,1152214000,
TSLA,2020-03-31,16000000,68000000,213000000,4751000000,5702000000,5985000000,2000000,208000000,283000000,283000000,1234000000,627000000,16000000,70000000,324000000,1499000000,,
TSLA,2019-12-31,113000000,132000000,173000000,5993000000,7037000000,7384000000,42000000,159000000,347000000,347000000,1391000000,699000000,105000000,174000000,345000000,1492000000,,
TSLA,2019-09-30,143000000,150000000,85000000,5112000000,6042000000,6303000000,26000000,198000000,261000000,261000000,1191000000,596000000,143000000,176000000,334000000,1442000000,,
TSLA,2019-06-30,415865000,389355000,320588000,5428279000,6399176000,6349536000,19127000,191259000,49640000,49640000,921257000,647071000,407865000,370228000,323826000,1435068000,,
UNH,2019-12-31,13839000000,14239000000,1704000000,184557000000,222470000000,242155000000,3742000000,1704000000,19685000000,19685000000,57598000000,35193000000,13839000000,17981000000,,,4546000000,
UNH,2018-12-31,11986000000,12382000000,1400000000,172401000000,208903000000,226247000000,3562000000,1400000000,17344000000,17344000000,53846000000,34074000000,11986000000,15944000000,,,4531000000,
UNH,2017-12-31,10558000000,10823000000,1186000000,154148000000,185950000000,201159000000,3200000000,1186000000,15209000000,15209000000,47011000000,29557000000,10558000000,14023000000,,,4246000000,
UNH,2016-12-31,7017000000,7073000000,1067000000,141454000000,171910000000,184840000000,4790000000,1067000000,12930000000,12930000000,43386000000,28401000000,7017000000,11863000000,,,1915000000,
UNH,2020-03-31,3382000000,3465000000,437000000,48687000000,59425000000,64421000000,1094000000,437000000,4996000000,4996000000,15734000000,10015000000,3382000000,4559000000,,4627000000,,
UNH,2019-12-31,3541000000,3668000000,437000000,45787000000,55806000000,60901000000,990000000,437000000,5095000000,5095000000,15114000000,9301000000,3541000000,4658000000,,4546000000,,
UNH,2019-09-30,3538000000,3629000000,449000000,45668000000,55337000000,60351000000,936000000,449000000,5014000000,5014000000,14683000000,8960000000,3538000000,4565000000,,4751000000,,
UNH,2019-06-30,3293000000,3385000000,418000000,46782000000,55851000000,60595000000,941000000,418000000,4744000000,4744000000,13813000000,8415000000,3293000000,4326000000,,4953000000,,
JNJ,2019-12-29,15119000000,15119000000,3742000000,27456000000,60989000000,82059000000,2209000000,318000000,21070000000,21070000000,54603000000,22178000000,15119000000,17328000000,11355000000,,,
JNJ,2018-12-30,15297000000,15297000000,3176000000,27091000000,60406000000,81581000000,2702000000,1005000000,21175000000,21175000000,54490000000,22540000000,15297000000,17999000000,10775000000,,,
JNJ,2017-12-31,1300000000,1300000000,1224000000,25439000000,57553000000,76450000000,16373000000,934000000,18897000000,18897000000,51011000000,21520000000,1300000000,17673000000,10594000000,,,
JNJ,2017-01-01,16540000000,16540000000,1362000000,21789000000,50725000000,71890000000,3263000000,726000000,21165000000,21165000000,50101000000,19793000000,16540000000,19803000000,9143000000,,,
JNJ,2020-03-29,5796000000,5796000000,575000000,7047000000,14757000000,20691000000,713000000,25000000,5934000000,5934000000,13644000000,5130000000,5796000000,6509000000,2580000000,,,
JNJ,2019-12-29,4010000000,4010000000,129000000,7115000000,16658000000,20747000000,208000000,85000000,4089000000,4089000000,13632000000,6311000000,4010000000,4218000000,3232000000,,,
JNJ,2019-09-29,1753000000,1753000000,4356000000,6847000000,14726000000,20729000000,106000000,48000000,6003000000,6003000000,13882000000,5280000000,1753000000,1647000000,2599000000,,,
JNJ,2019-06-30,5607000000,5607000000,1511000000,6902000000,15032000000,20562000000,1434000000,83000000,5530000000,5530000000,13660000000,5464000000,5607000000,7041000000,2666000000,,,
XOM,2019-12-31,14340000000,14774000000,8425000000,178431000000,243952000000,255583000000,5282000000,830000000,11631000000,11631000000,77152000000,12168000000,14340000000,20056000000,,33186000000,7288000000,
XOM,2018-12-31,20840000000,21421000000,9414000000,190752000000,257793000000,279332000000,9532000000,766000000,21539000000,21539000000,88580000000,12300000000,20840000000,30953000000,,35230000000,6734000000,
XOM,2017-12-31,19710000000,19848000000,4600000000,159053000000,223088000000,237162000000,1174000000,601000000,14074000000,14074000000,78109000000,11893000000,19710000000,18674000000,,32459000000,6812000000,
XOM,2016-12-31,7840000000,8375000000,3433000000,132759000000,196092000000,200628000000,406000000,453000000,4536000000,4536000000,67869000000,11783000000,7840000000,7969000000,,31375000000,6505000000,
XOM,2020-03-31,610000000,770000000,213000000,40380000000,55605000000,55134000000,512000000,249000000,471000000,471000000,14754000000,2848000000,610000000,258000000,,6664000000,6832000000,
XOM,2019-12-31,5690000000,5730000000,3848000000,42058000000,60458000000,63024000000,684000000,201000000,2566000000,2566000000,20966000000,2790000000,5690000000,6414000000,,7288000000,10430000000,
XOM,2019-09-30,3170000000,3247000000,1395000000,44138000000,60096000000,63422000000,1474000000,232000000,3326000000,3326000000,19284000000,3110000000,3170000000,4721000000,,7194000000,7676000000,
XOM,2019-06-30,3130000000,3391000000,1384000000,48464000000,64243000000,67491000000,1241000000,216000000,3248000000,3248000000,19027000000,3140000000,3130000000,4632000000,,7088000000,7675000000,
FB,2019-12-31,18485000000,18485000000,826000000,12770000000,46711000000,70697000000,6327000000,20000000,23986000000,23986000000,57927000000,20341000000,18485000000,24812000000,13600000000,,,
FB,2018-12-31,22111000000,22112000000,448000000,9355000000,30925000000,55838000000,3249000000,9000000,24913000000,24913000000,46483000000,11297000000,22112000000,25361000000,10273000000,,,
FB,2017-12-31,15920000000,15934000000,391000000,5454000000,20450000000,40653000000,4660000000,6000000,20203000000,20203000000,35199000000,7242000000,15934000000,20594000000,7754000000,,,
FB,2016-12-31,10188000000,10217000000,91000000,3789000000,15211000000,27638000000,2301000000,10000000,12427000000,12427000000,23849000000,5503000000,10217000000,12518000000,5919000000,,,
FB,2020-03-31,4902000000,4902000000,32000000,3459000000,11844000000,17737000000,959000000,,5893000000,5893000000,14278000000,4370000000,4902000000,5861000000,4015000000,,,
FB,2019-12-31,7349000000,7349000000,311000000,3491000000,12224000000,21082000000,1820000000,,8858000000,8858000000,17591000000,4855000000,7349000000,9169000000,3878000000,,,
FB,2019-09-30,6091000000,6091000000,144000000,3155000000,10467000000,17652000000,1238000000,,7185000000,7185000000,14497000000,3764000000,6091000000,7329000000,3548000000,,,
FB,2019-06-30,2616000000,2616000000,206000000,3307000000,12260000000,16886000000,2216000000,,4626000000,4626000000,13579000000,5638000000,2616000000,4832000000,3315000000,,,
NVDA,2020-01-26,2796000000,2796000000,124000000,4150000000,8072000000,10918000000,174000000,52000000,2846000000,2846000000,6768000000,1093000000,2796000000,2970000000,2829000000,,,
NVDA,2019-01-27,4141000000,4141000000,92000000,4545000000,7912000000,11716000000,245000000,58000000,3804000000,3804000000,7171000000,991000000,4141000000,3896000000,2376000000,,,
NVDA,2018-01-28,3047000000,3047000000,14000000,3892000000,6504000000,9714000000,149000000,61000000,3210000000,3210000000,5822000000,815000000,3047000000,3196000000,1797000000,,,
NVDA,2017-01-29,1666000000,1666000000,32000000,2847000000,4973000000,6910000000,239000000,58000000,1937000000,1937000000,4063000000,663000000,1666000000,1905000000,1463000000,,,
NVDA,2020-04-26,917000000,917000000,5000000,1076000000,2104000000,3080000000,64000000,25000000,976000000,976000000,2004000000,293000000,917000000,981000000,735000000,,,
NVDA,2020-01-26,951000000,951000000,26000000,1090000000,2115000000,3105000000,65000000,13000000,990000000,990000000,2015000000,287000000,951000000,1016000000,738000000,,,
NVDA,2019-10-27,899000000,899000000,32000000,1098000000,2087000000,3014000000,60000000,13000000,927000000,927000000,1916000000,277000000,899000000,959000000,712000000,,,
NVDA,2019-07-28,552000000,552000000,35000000,1038000000,2008000000,2579000000,54000000,13000000,571000000,571000000,1541000000,266000000,552000000,606000000,704000000,,,
PG,2019-06-30,3634000000,3966000000,8237000000,34247000000,53378000000,67684000000,2103000000,509000000,14306000000,14306000000,33437000000,19131000000,3897000000,6069000000,,,385000000,
PG,2018-06-30,9485000000,9861000000,881000000,33613000000,52625000000,66832000000,3465000000,506000000,14207000000,14207000000,33219000000,19012000000,9750000000,13326000000,,,590000000,
PG,2017-06-30,15079000000,10194000000,509000000,32638000000,51292000000,65058000000,3063000000,465000000,13766000000,13766000000,32420000000,18654000000,15326000000,13257000000,,,594000000,
PG,2016-06-30,10253000000,10027000000,85000000,32909000000,51845000000,65299000000,3342000000,579000000,13454000000,13454000000,32390000000,18936000000,10508000000,13369000000,,,642000000,
PG,2020-03-31,2853000000,2957000000,174000000,8518000000,13542000000,17214000000,541000000,100000000,3672000000,3672000000,8696000000,5024000000,2917000000,3498000000,,401000000,,
PG,2019-12-31,3653000000,3743000000,50000000,8806000000,13658000000,18240000000,789000000,100000000,4582000000,4582000000,9434000000,4852000000,3717000000,4532000000,,370000000,,
PG,2019-09-30,3528000000,3617000000,36000000,8653000000,13491000000,17798000000,726000000,108000000,4307000000,4307000000,9145000000,4838000000,3593000000,4343000000,,406000000,,
PG,2019-06-30,5309000000,5237000000,8426000000,8708000000,13733000000,17094000000,172000000,111000000,3361000000,3361000000,8386000000,5025000000,5241000000,5065000000,,385000000,,
JPM,2019-12-31,34642000000,36431000000,239000000,0,65257000000,110041000000,8114000000,,44784000000,0,110041000000,60410000000,36431000000,44545000000,,4847000000,,
JPM,2018-12-31,30709000000,32474000000,72000000,0,63148000000,103984000000,8290000000,,40836000000,0,103984000000,57663000000,32474000000,40764000000,,5485000000,,
JPM,2017-12-31,22567000000,24441000000,680000000,0,59525000000,94745000000,11459000000,,35220000000,0,94745000000,53436000000,24441000000,35900000000,,6089000000,,
JPM,2016-12-31,22834000000,24733000000,317000000,0,56989000000,91208000000,9803000000,,34219000000,0,91208000000,51117000000,24733000000,34536000000,,5872000000,,
JPM,2020-03-31,2431000000,2865000000,197000000,0,16653000000,19966000000,251000000,,3313000000,0,19966000000,15426000000,2865000000,3116000000,,,1227000000,
JPM,2019-12-31,8091000000,8520000000,241000000,0,16097000000,26903000000,2045000000,,10806000000,0,26903000000,14876000000,8520000000,10565000000,,,1221000000,
JPM,2019-09-30,8606000000,9080000000,10000000,0,16412000000,27827000000,2325000000,,11415000000,0,27827000000,15188000000,9080000000,11405000000,,,1224000000,
JPM,2019-06-30,9192000000,9652000000,69000000,0,16272000000,27683000000,1690000000,,11411000000,0,27683000000,15059000000,9652000000,11342000000,,,1213000000,
V,2019-09-30,11650000000,12080000000,554000000,721000000,7539000000,22977000000,2804000000,533000000,15438000000,15438000000,22256000000,6162000000,12080000000,14884000000,,,,
V,2018-09-30,9942000000,10301000000,527000000,686000000,7005000000,20609000000,2505000000,612000000,13604000000,13604000000,19923000000,5706000000,10301000000,12806000000,,,,
V,2017-09-30,6467000000,6699000000,668000000,620000000,5996000000,18358000000,4995000000,563000000,12362000000,12362000000,17738000000,4820000000,6699000000,11694000000,,,,
V,2016-09-30,5929000000,5991000000,2012000000,538000000,5058000000,15082000000,2021000000,427000000,10024000000,10024000000,14544000000,4018000000,5991000000,8012000000,,,,
V,2020-03-31,2973000000,3084000000,103000000,183000000,1922000000,5854000000,745000000,118000000,3932000000,3932000000,5671000000,1547000000,3084000000,3829000000,,,,
V,2019-12-31,3154000000,3272000000,42000000,181000000,2038000000,6054000000,702000000,111000000,4016000000,4016000000,5873000000,1675000000,3272000000,3974000000,,,,
V,2019-09-30,2916000000,3025000000,400000000,193000000,2026000000,6137000000,686000000,162000000,4111000000,4111000000,5944000000,1661000000,3025000000,3711000000,,,,
V,2019-06-30,2991000000,3101000000,52000000,184000000,1922000000,5840000000,765000000,128000000,3918000000,3918000000,5656000000,1573000000,3101000000,3866000000,,,,
PFE,2019-12-31,16272000000,16298000000,2640000000,10011000000,36708000000,51750000000,1384000000,1574000000,15042000000,15042000000,41739000000,14103000000,16273000000,17682000000,7984000000,,303000000,4000000
PFE,2018-12-31,11152000000,11179000000,3839000000,11128000000,37923000000,53647000000,706000000,1316000000,15724000000,15724000000,42519000000,13943000000,11153000000,11885000000,7959000000,,351000000,10000000
PFE,2017-12-31,21307000000,21353000000,2407000000,10826000000,37835000000,52546000000,9049000000,1270000000,14711000000,14711000000,41720000000,14606000000,21308000000,12304000000,7645000000,,348000000,2000000
PFE,2016-12-31,7214000000,7230000000,5745000000,11918000000,38726000000,52824000000,1123000000,1186000000,14098000000,14098000000,40906000000,14894000000,7215000000,8353000000,7858000000,,296000000,16000000
PFE,2020-03-29,3401000000,3410000000,506000000,2346000000,7637000000,12028000000,475000000,390000000,4391000000,4391000000,9682000000,2677000000,3401000000,3885000000,1729000000,312000000,,
PFE,2019-12-31,336000000,326000000,3795000000,2596000000,10401000000,12688000000,1182000000,416000000,2287000000,2287000000,10092000000,4244000000,336000000,1508000000,2529000000,303000000,,
PFE,2019-09-29,7680000000,7680000000,6831000000,2455000000,8784000000,12680000000,3047000000,409000000,3896000000,3896000000,10225000000,3177000000,7680000000,10727000000,1940000000,293000000,,
PFE,2019-06-30,5046000000,5056000000,157000000,2550000000,8966000000,13264000000,915000000,389000000,4298000000,4298000000,10714000000,3408000000,5046000000,4141000000,1824000000,357000000,,
HD,2020-02-02,11242000000,11242000000,1128000000,72653000000,94382000000,110225000000,3473000000,1201000000,15843000000,15843000000,37572000000,19740000000,11242000000,14715000000,,,,
HD,2019-02-03,11121000000,11121000000,1221000000,71043000000,92426000000,108203000000,3435000000,1051000000,15777000000,15777000000,37160000000,19513000000,11121000000,14556000000,,,,
HD,2018-01-28,8630000000,8630000000,983000000,66548000000,86223000000,100904000000,5068000000,1057000000,14681000000,14681000000,34356000000,17864000000,8630000000,13698000000,,,,
HD,2017-01-29,7957000000,7957000000,936000000,62282000000,81168000000,94595000000,4534000000,972000000,13427000000,13427000000,32313000000,17132000000,7957000000,12491000000,,,,
HD,2020-05-03,2245000000,2245000000,307000000,18635000000,24984000000,28260000000,724000000,324000000,3276000000,3276000000,9625000000,5829000000,2245000000,2969000000,,,,
HD,2020-02-02,2481000000,2481000000,292000000,17046000000,22379000000,25782000000,630000000,309000000,3403000000,3403000000,8736000000,4814000000,2481000000,3111000000,,,,
HD,2019-11-03,2769000000,2769000000,280000000,17836000000,23276000000,27223000000,898000000,302000000,3947000000,3947000000,9387000000,4942000000,2769000000,3667000000,,,,
HD,2019-08-04,3479000000,3479000000,283000000,20407000000,25943000000,30839000000,1134000000,302000000,4896000000,4896000000,10432000000,5044000000,3479000000,4613000000,,,,
CVX,2019-12-31,2924000000,2845000000,4942000000,80113000000,129387000000,139865000000,2691000000,798000000,10478000000,10478000000,59752000000,25945000000,2924000000,5536000000,,4138000000,995000000,
CVX,2018-12-31,14824000000,14860000000,5951000000,94578000000,144278000000,158902000000,5715000000,748000000,14624000000,14624000000,64324000000,24942000000,14824000000,20575000000,,4864000000,1088000000,
CVX,2017-12-31,9195000000,9269000000,5722000000,68576000000,123986000000,127485000000,48000000,307000000,3499000000,3499000000,58909000000,23885000000,9195000000,9221000000,,12333000000,1195000000,
CVX,2016-12-31,497000000,431000000,870000000,52416000000,106340000000,103310000000,1729000000,201000000,3030000000,3030000000,50894000000,24952000000,497000000,2160000000,,11668000000,1166000000,
CVX,2020-03-31,3599000000,3581000000,1634000000,15509000000,27194000000,29705000000,564000000,162000000,2511000000,2511000000,14196000000,6072000000,3599000000,4145000000,,984000000,1167000000,
CVX,2019-12-31,6610000000,6667000000,9200000000,19693000000,33779000000,34574000000,1738000000,178000000,795000000,795000000,14881000000,7214000000,6610000000,8405000000,,995000000,968000000,
CVX,2019-09-30,2580000000,2580000000,1140000000,19882000000,31870000000,34779000000,1469000000,197000000,2909000000,2909000000,14897000000,6400000000,2580000000,4049000000,,1051000000,1059000000,
CVX,2019-06-30,4305000000,4290000000,2332000000,20835000000,32720000000,36323000000,1645000000,198000000,3603000000,3603000000,15488000000,6360000000,4305000000,5935000000,,1056000000,1050000000,
MA,2019-12-31,8118000000,8118000000,64000000,0,7216000000,16883000000,1613000000,224000000,9667000000,9667000000,16883000000,6694000000,8118000000,9731000000,,,98000000,
MA,2018-12-31,5859000000,5859000000,1214000000,0,6532000000,14950000000,1345000000,186000000,8418000000,8418000000,14950000000,6073000000,5859000000,7204000000,,,94000000,
MA,2017-12-31,3915000000,3915000000,287000000,0,5688000000,12497000000,2607000000,154000000,6809000000,6809000000,12497000000,5252000000,3915000000,6522000000,,,100000000,
MA,2016-12-31,4059000000,4059000000,231000000,0,4899000000,10776000000,1587000000,95000000,5877000000,5877000000,10776000000,4526000000,4059000000,5646000000,,,28000000,
MA,2020-03-31,1693000000,1693000000,230000000,0,1792000000,4009000000,294000000,69000000,2217000000,2217000000,4009000000,1648000000,1693000000,1987000000,,100000000,,
MA,2019-12-31,2100000000,2100000000,73000000,0,2012000000,4414000000,375000000,64000000,2402000000,2402000000,4414000000,1866000000,2100000000,2475000000,,98000000,,
MA,2019-09-30,2108000000,2108000000,121000000,0,1812000000,4467000000,426000000,63000000,2655000000,2655000000,4467000000,1675000000,2108000000,2534000000,,100000000,,
MA,2019-06-30,2048000000,2048000000,122000000,0,1716000000,4113000000,471000000,51000000,2397000000,2397000000,4113000000,1594000000,2048000000,2519000000,,101000000,,
ABBV,2019-12-31,7842000000,7882000000,5271000000,7439000000,19569000000,33266000000,544000000,1421000000,13697000000,13697000000,25827000000,6763000000,7882000000,8426000000,5377000000,10000000,,
ABBV,2018-12-31,5657000000,5687000000,7076000000,7718000000,20480000000,32753000000,490000000,1348000000,12273000000,12273000000,25035000000,7003000000,5687000000,5197000000,5259000000,500000000,,
ABBV,2017-12-31,5283000000,5309000000,2546000000,6688000000,17943000000,28216000000,2418000000,1150000000,10273000000,10273000000,21528000000,6248000000,5309000000,7727000000,5007000000,500000000,,
ABBV,2016-12-31,5923000000,5953000000,1739000000,5793000000,16015000000,25638000000,1931000000,1047000000,9623000000,9623000000,19845000000,5837000000,5953000000,7884000000,4385000000,500000000,,
ABBV,2020-03-31,2996000000,3010000000,526000000,1942000000,4995000000,8619000000,88000000,563000000,3624000000,3624000000,6677000000,1674000000,3010000000,3098000000,1379000000,,,
ABBV,2019-12-31,2788000000,2801000000,4000000,2006000000,5626000000,8704000000,273000000,335000000,3078000000,3078000000,6698000000,2088000000,2801000000,3074000000,1542000000,,,
ABBV,2019-09-30,1874000000,1884000000,1714000000,1920000000,4764000000,8479000000,117000000,348000000,3715000000,3715000000,6559000000,1589000000,1884000000,2001000000,1255000000,,,
ABBV,2019-06-30,733000000,741000000,2741000000,1819000000,4707000000,8255000000,66000000,358000000,3548000000,3548000000,6436000000,1597000000,741000000,807000000,1291000000,,,
LLY,2019-12-31,8318400000,4637900000,733500000,4721200000,16320100000,22319500000,628000000,400600000,5999400000,5999400000,17598300000,6003900000,8318400000,5265900000,5595000000,,92200000,3680500000
LLY,2018-12-31,3232000000,3150600000,2345700000,4681700000,15467500000,21493300000,529500000,242500000,6025800000,6025800000,16811600000,5734600000,3232000000,3680100000,5051200000,,1080400000,81400000
LLY,2017-12-31,204100000,86400000,2391700000,4447700000,15277300000,19973800000,2391200000,225000000,4696500000,4696500000,15526100000,5733400000,204100000,2304800000,5096200000,,75700000,117700000
LLY,2016-12-31,2737600000,2737600000,497300000,5710100000,17350800000,21222100000,636400000,185200000,3871300000,3871300000,15512000000,6330400000,2737600000,3374000000,5310300000,,72800000,117700000
LLY,2020-03-31,1456500000,1456500000,67700000,1215100000,4112200000,5859800000,223400000,92500000,1747600000,1747600000,4644700000,1505000000,1456500000,1679900000,1392100000,118400000,,
LLY,2019-12-31,1495700000,1495700000,59200000,1282600000,4510100000,6114000000,167400000,95900000,1603900000,1603900000,4831400000,1646100000,1495700000,1663100000,1581400000,92200000,,
LLY,2019-09-30,1253900000,1253900000,154800000,1175000000,3916000000,5476600000,151900000,107400000,1560600000,1560600000,4301600000,1360100000,1253900000,1405800000,1380900000,79800000,,
