stock,endDate,accountsPayable,inventory,longTermDebt,netReceivables,netTangibleAssets,longTermInvestments,totalCurrentAssets,propertyPlantEquipment,otherStockholderEquity,deferredLongTermAssetCharges,totalCurrentLiabilities,cash,otherAssets,treasuryStock,goodWill,otherLiab,retainedEarnings,otherCurrentAssets,commonStock,totalAssets,otherCurrentLiab,deferredLongTermLiab,totalStockholderEquity,totalLiab,capitalSurplus,intangibleAssets,shortTermInvestments,shortLongTermDebt,minorityInterest
KO,2018-12-31,2719000000,3071000000,25416000000,3685000000,4606000000,21538000000,24930000000,9598000000,12814000000,2674000000,28782000000,9077000000,5563000000,64533000000,14109000000,9960000000,63234000000,113000000,1760000000,83216000000,598000000,,16981000000,64158000000,16520000000,7478000000,7038000000,5003000000,2077000000
KO,2017-12-31,2288000000,2655000000,31221000000,3667000000,436000000,23281000000,36545000000,8203000000,10305000000,330000000,27194000000,6006000000,3231000000,60982000000,9401000000,10504000000,60430000000,7646000000,1760000000,87896000000,2023000000,,17072000000,68919000000,15864000000,7235000000,14669000000,3298000000,1905000000
KO,2016-12-31,2682000000,2675000000,29732000000,3856000000,1934000000,18569000000,34010000000,10635000000,11205000000,326000000,26532000000,8555000000,2928000000,59193000000,10629000000,7786000000,65502000000,3592000000,1760000000,87270000000,1817000000,,23062000000,64050000000,14993000000,10499000000,13646000000,3527000000,158000000
KO,2020-03-27,12312000000,3558000000,31117000000,4430000000,9680000000,20354000000,28234000000,10993000000,15696000000,2275000000,32397000000,13561000000,6594000000,67784000000,16673000000,10665000000,66870000000,229000000,1760000000,94013000000,786000000,,18158000000,74179000000,17312000000,11165000000,4105000000,5642000000,1676000000
KO,2019-12-31,3804000000,3379000000,27537000000,3971000000,7785000000,21730000000,20411000000,12210000000,13544000000,2412000000,26973000000,6480000000,5264000000,65788000000,16764000000,9662000000,65855000000,57000000,1760000000,86381000000,565000000,,18981000000,65283000000,17154000000,10002000000,4695000000,4253000000,2117000000
KO,2019-09-27,12343000000,3266000000,31012000000,4353000000,7617000000,21589000000,23117000000,11527000000,13706000000,2452000000,25100000000,7531000000,4870000000,65567000000,16465000000,9562000000,65481000000,143000000,1760000000,87433000000,1040000000,,18713000000,66750000000,17039000000,9865000000,5457000000,492000000,1970000000
KO,2019-06-28,12363000000,3453000000,29307000000,4888000000,8734000000,22073000000,24360000000,11584000000,12981000000,2559000000,29382000000,6731000000,5064000000,65014000000,16840000000,9941000000,64602000000,84000000,1760000000,89996000000,941000000,,18181000000,69701000000,16833000000,10075000000,6630000000,2766000000,2114000000
LLY,2019-12-31,1405300000,3190700000,13829800000,5523100000,7690500000,2125800000,13709600000,8405000000,9536800000,,11775200000,2337500000,4748300000,9597600000,3679400000,10481400000,4920400000,18400000,598800000,39286100000,2805800000,,2606900000,36587000000,6685300000,6618000000,101000000,21400000,92200000
LLY,2018-12-31,1207100000,3098100000,9241200000,5696300000,7394100000,2018100000,20549600000,7996100000,8742400000,,11888100000,7320700000,10910000000,8811800000,1366600000,11870000000,11395900000,2240400000,661000000,43908400000,3670700000,,9828700000,32999300000,6583600000,1068000000,88200000,634800000,1080400000
LLY,2017-12-31,1410700000,4458300000,9977000000,5234600000,3192900000,5713900000,19202100000,8826500000,8731800000,,14535900000,6536200000,2839200000,8807600000,4370100000,8800200000,13894100000,26800000,687900000,44981000000,3850100000,,11592200000,33313100000,5817800000,4029200000,1497900000,1043400000,75700000
LLY,2016-12-31,1349300000,3561900000,8368300000,4732100000,5677100000,5275900000,15101400000,8252600000,8287200000,,10986600000,4582100000,1845400000,8367700000,3972700000,5370500000,16046300000,31800000,688500000,38805900000,2813400000,,14007700000,24725400000,5640600000,4357900000,1456500000,638100000,72800000
LLY,2020-03-31,1207700000,3102400000,14383400000,6320000000,8467000000,2454600000,13994200000,7897900000,9899100000,2471600000,12610200000,1699000000,5210300000,9954800000,3779100000,10912000000,5879400000,14500000,598100000,41102800000,2883000000,,3078800000,37905600000,6556100000,7766700000,78400000,6700000,118400000
LLY,2019-12-31,1405300000,3190700000,13829800000,5523100000,7690500000,2125800000,13709600000,8405000000,9536800000,2572600000,11775200000,2337500000,4748300000,9597600000,3679400000,10481400000,4920400000,18400000,598800000,39286100000,2805800000,,2606900000,36587000000,6685300000,6618000000,101000000,21400000,92200000
LLY,2019-09-30,1114900000,3101300000,13744700000,5481600000,7079300000,2019700000,12661800000,8337200000,8747700000,2412800000,10828600000,1563800000,4412600000,8808500000,3772500000,9372300000,4981900000,9100000,600400000,37893100000,2042800000,,3382500000,34430800000,6608700000,6689300000,89200000,5300000,79800000
LLY,2019-06-30,1198900000,3181100000,13738700000,5555500000,7626200000,1961500000,13454500000,8393000000,8613700000,2507400000,11855400000,2290200000,4450700000,8675800000,3820100000,9711700000,4318100000,17600000,603700000,38666400000,2884100000,,2780500000,35809100000,6534500000,6586600000,77700000,13900000,76800000
LMT,2019-12-31,1281000000,3619000000,11404000000,11431000000,11201000000,1200000000,17095000000,7591000000,15554000000,3319000000,13972000000,1514000000,7314000000,15554000000,10604000000,18126000000,18401000000,531000000,280000000,47528000000,8725000000,,3127000000,44357000000,,3724000000,,,44000000
LMT,2018-12-31,2402000000,2997000000,12604000000,11916000000,13316000000,1200000000,16103000000,6124000000,14321000000,3208000000,14398000000,772000000,6739000000,14321000000,10769000000,16425000000,15434000000,418000000,281000000,44876000000,8374000000,,1394000000,43427000000,,3941000000,,,55000000
LMT,2017-12-31,1467000000,2878000000,13513000000,10257000000,15878000000,1400000000,17505000000,5775000000,12539000000,3156000000,12913000000,2861000000,6912000000,12539000000,10807000000,20970000000,11405000000,1509000000,284000000,46620000000,8911000000,,850000000,47396000000,,4221000000,,,74000000
LMT,2016-12-31,1653000000,4670000000,14282000000,8202000000,13773000000,1400000000,15108000000,5549000000,12102000000,6625000000,12542000000,1837000000,10465000000,12102000000,10764000000,19376000000,13324000000,399000000,289000000,47806000000,9125000000,,1511000000,46200000000,,4520000000,,,95000000
LMT,2020-03-29,3166000000,3539000000,11439000000,13081000000,10261000000,,19222000000,6605000000,15541000000,3164000000,15652000000,1988000000,9714000000,15541000000,10565000000,18670000000,18708000000,614000000,279000000,49248000000,9214000000,,3446000000,45761000000,,3142000000,,1250000000,41000000
LMT,2019-12-31,1281000000,3619000000,11404000000,11431000000,11201000000,,17095000000,7591000000,15554000000,3319000000,13972000000,1514000000,7314000000,15554000000,10604000000,18126000000,18401000000,531000000,280000000,47528000000,8725000000,,3127000000,44357000000,,3724000000,,1250000000,44000000
LMT,2019-09-29,2904000000,3474000000,12652000000,13388000000,10147000000,,19803000000,7224000000,13653000000,2912000000,15515000000,2539000000,8208000000,13653000000,10762000000,16353000000,17265000000,402000000,281000000,49275000000,9140000000,,3893000000,45338000000,,3278000000,,900000000,44000000
LMT,2019-06-30,2611000000,3599000000,12637000000,12934000000,11276000000,,18100000000,7141000000,13839000000,3163000000,15132000000,1167000000,8473000000,13839000000,10775000000,16360000000,16408000000,400000000,281000000,47840000000,9259000000,,2850000000,44944000000,,3351000000,,900000000,46000000
LOW,2020-01-31,7659000000,13179000000,16156000000,,1669000000,,15318000000,22560000000,136000000,216000000,15182000000,716000000,1290000000,136000000,303000000,1606000000,1727000000,1263000000,381000000,39471000000,2821000000,,1972000000,37499000000,,,160000000,525000000,
LOW,2019-02-01,8279000000,12561000000,13682000000,,3341000000,,14228000000,18432000000,209000000,294000000,14497000000,511000000,1545000000,209000000,303000000,1976000000,3452000000,938000000,401000000,34508000000,2875000000,,3644000000,30864000000,,,218000000,1045000000,
LOW,2018-02-02,6590000000,11393000000,15564000000,,4566000000,,12772000000,19721000000,11000000,168000000,12096000000,588000000,1464000000,11000000,1307000000,1758000000,5425000000,689000000,415000000,35291000000,2544000000,,5873000000,29418000000,,,102000000,294000000,
LOW,2017-02-03,6651000000,10458000000,14394000000,,5352000000,,12000000000,19949000000,240000000,222000000,11974000000,558000000,1365000000,240000000,1082000000,1606000000,6241000000,884000000,433000000,34408000000,2389000000,,6434000000,27974000000,,,100000000,795000000,
LOW,2020-05-01,10841000000,14283000000,19804000000,,1716000000,,21926000000,22377000000,393000000,215000000,18325000000,5955000000,1529000000,393000000,,1659000000,1722000000,1487000000,377000000,45832000000,4377000000,,1716000000,44116000000,,,201000000,540000000,
LOW,2020-01-31,7659000000,13179000000,16156000000,,1669000000,,15318000000,22560000000,136000000,216000000,15182000000,716000000,1290000000,136000000,,1606000000,1727000000,1263000000,381000000,39471000000,2821000000,,1972000000,37499000000,,,160000000,525000000,
LOW,2019-11-01,8822000000,13716000000,16154000000,,2155000000,,15662000000,22244000000,164000000,479000000,15063000000,794000000,1555000000,164000000,,1666000000,2238000000,1025000000,384000000,39764000000,3752000000,,2458000000,37306000000,,,127000000,525000000,
LOW,2019-08-02,9499000000,13730000000,16156000000,,2337000000,,16796000000,22170000000,187000000,512000000,15835000000,1796000000,1426000000,187000000,,1627000000,2439000000,995000000,388000000,40695000000,4118000000,,2640000000,38055000000,,,275000000,974000000,
MA,2019-12-31,489000000,,8527000000,5509000000,455000000,914000000,16902000000,1828000000,673000000,543000000,11904000000,6988000000,4154000000,32878000000,4021000000,2158000000,33984000000,3717000000,,29236000000,6149000000,2838000000,5893000000,23245000000,4787000000,1417000000,688000000,,98000000
MA,2018-12-31,537000000,,5834000000,4728000000,1500000000,337000000,16171000000,921000000,718000000,570000000,11593000000,6682000000,3536000000,26468000000,2904000000,1944000000,27283000000,3065000000,,24860000000,5964000000,2458000000,5395000000,19371000000,4580000000,991000000,1696000000,,94000000
MA,2017-12-31,933000000,,5424000000,3338000000,1313000000,249000000,13797000000,829000000,497000000,250000000,8793000000,5933000000,2299000000,21261000000,3035000000,1544000000,22364000000,2677000000,,21329000000,4123000000,1434000000,5468000000,15761000000,4365000000,1120000000,1849000000,,100000000
MA,2016-12-31,609000000,,5180000000,2480000000,3178000000,132000000,13228000000,733000000,924000000,307000000,7206000000,6721000000,2104000000,17945000000,1756000000,605000000,19418000000,2413000000,,18675000000,3440000000,1134000000,5656000000,12991000000,4183000000,722000000,1614000000,,28000000
MA,2020-03-31,371000000,,12466000000,3605000000,119000000,870000000,18123000000,1901000000,1079000000,550000000,9712000000,10207000000,4237000000,34610000000,4070000000,2972000000,35273000000,3834000000,,30648000000,4870000000,2892000000,5398000000,25150000000,4735000000,1447000000,477000000,,100000000
MA,2019-12-31,489000000,,8527000000,5509000000,455000000,914000000,16902000000,1828000000,673000000,543000000,11904000000,6988000000,4154000000,32878000000,4021000000,2158000000,33984000000,3717000000,,29236000000,6149000000,2838000000,5893000000,23245000000,4787000000,1417000000,688000000,,98000000
MA,2019-09-30,505000000,,7735000000,5223000000,85000000,757000000,14847000000,1492000000,858000000,518000000,10714000000,5101000000,3851000000,32065000000,3724000000,2097000000,32289000000,3772000000,,25981000000,5588000000,2650000000,4949000000,20932000000,4725000000,1310000000,751000000,,100000000
MA,2019-06-30,432000000,,7806000000,4156000000,252000000,867000000,14165000000,1348000000,730000000,478000000,9497000000,5691000000,3595000000,30184000000,3524000000,1983000000,30517000000,3509000000,,24731000000,4589000000,2572000000,5008000000,19622000000,4675000000,1232000000,809000000,,101000000
MCD,2019-12-31,988200000,50200000,34118100000,2363000000,10887700000,1282400000,3557900000,37421200000,2482700000,1138900000,3621000000,898500000,2571900000,68811300000,2677400000,5224200000,52930500000,24000000,16600000,47510800000,341800000,,8210300000,55721100000,7653900000,,,59100000,
MCD,2018-12-31,1207900000,51100000,31087100000,2454000000,8589900000,1202800000,4053200000,22842700000,2609500000,1219400000,2973500000,866000000,2381000000,64138000000,2331500000,5009000000,50487000000,202500000,16600000,32811200000,231700000,,6258400000,39069600000,7376000000,,,100000,
MCD,2017-12-31,924800000,58800000,29542300000,2007000000,5647700000,1085700000,5327200000,22448300000,2178400000,867900000,2890600000,2463800000,2562800000,58682800000,2379700000,4638800000,48325800000,500000,16600000,33803700000,303600000,,3268000000,37071700000,7072400000,,,300000,
MCD,2016-12-31,756000000,58900000,25880100000,1474100000,4540800000,727600000,4848600000,21257600000,3092900000,804000000,3468300000,1223400000,1853600000,55201500000,2336500000,3879800000,46222700000,1703100000,16600000,31023900000,965900000,,2204300000,33228200000,6757900000,,,77200000,
MCD,2020-03-31,671900000,39100000,38046600000,1695300000,11920800000,1312800000,7556900000,36625500000,2996400000,,3987800000,5379800000,2445400000,70130200000,2627400000,5356700000,53106700000,153700000,16600000,50568000000,235200000,,9293400000,59861400000,7713500000,,,,
MCD,2019-12-31,988200000,50200000,34118100000,2363000000,10887700000,1282400000,3557900000,37421200000,2482700000,,3621000000,898500000,2571900000,68811300000,2677400000,5224200000,52930500000,24000000,16600000,47510800000,341800000,,8210300000,55721100000,7653900000,,,,
MCD,2019-09-30,849500000,42600000,32850100000,2005300000,11141000000,1268000000,3604900000,35790900000,2663100000,,4275600000,1177300000,2599400000,67595000000,2541800000,5396700000,51359500000,46900000,16600000,45805000000,1214600000,,8599200000,54404200000,7619700000,,,,
MCD,2019-06-30,796800000,44200000,32654300000,2055000000,9389300000,1241300000,3915400000,36027000000,2496600000,,3240000000,1134500000,2435600000,65937400000,2580500000,5218900000,51562500000,225600000,16600000,46199800000,272400000,,6808800000,53008600000,7549500000,,,,
MDLZ,2019-12-31,5853000000,2546000000,14116000000,2927000000,11530000000,7212000000,7630000000,9301000000,10258000000,726000000,15322000000,1291000000,1601000000,31397000000,20848000000,7266000000,26653000000,847000000,,64549000000,2226000000,,27275000000,37198000000,32019000000,17957000000,,1739000000,76000000
MDLZ,2018-12-31,5794000000,2592000000,12532000000,3006000000,13090000000,7123000000,7604000000,8482000000,10630000000,255000000,16737000000,1100000000,793000000,30815000000,20725000000,7747000000,24491000000,889000000,,62729000000,2251000000,,25637000000,37016000000,31961000000,18002000000,,3003000000,76000000
MDLZ,2017-12-31,5705000000,2557000000,12972000000,3526000000,13730000000,6193000000,7520000000,8677000000,9997000000,319000000,15793000000,761000000,843000000,28552000000,21085000000,8118000000,22631000000,646000000,,62957000000,2364000000,,25994000000,36883000000,31915000000,18639000000,,1683000000,80000000
MDLZ,2016-12-31,5318000000,2469000000,13217000000,3470000000,13216000000,5585000000,8480000000,8229000000,11122000000,358000000,14417000000,1741000000,867000000,27835000000,20276000000,8689000000,21149000000,665000000,,61538000000,2559000000,,25161000000,36323000000,31847000000,18101000000,,1489000000,54000000
MDLZ,2020-03-31,5554000000,2441000000,13354000000,3298000000,11813000000,6887000000,9068000000,8644000000,11625000000,708000000,17004000000,1925000000,1512000000,33277000000,20216000000,7055000000,26961000000,1331000000,,63598000000,2566000000,,25674000000,37846000000,31990000000,17271000000,,1685000000,78000000
MDLZ,2019-12-31,5853000000,2546000000,14116000000,2927000000,11530000000,7212000000,7630000000,9301000000,10258000000,726000000,15322000000,1291000000,1601000000,31397000000,20848000000,7266000000,26653000000,847000000,,64549000000,2226000000,,27275000000,37198000000,32019000000,17957000000,,1739000000,76000000
MDLZ,2019-09-30,5322000000,2742000000,12593000000,3175000000,11301000000,7040000000,8630000000,8912000000,10717000000,696000000,17120000000,1537000000,1206000000,31537000000,20465000000,6821000000,26345000000,1125000000,,63895000000,2130000000,,26806000000,37021000000,31998000000,17642000000,,3827000000,68000000
MDLZ,2019-06-30,5312000000,2731000000,11764000000,2891000000,12551000000,7095000000,7836000000,9187000000,10541000000,263000000,17798000000,1248000000,811000000,31225000000,20701000000,7350000000,25348000000,950000000,,63573000000,2111000000,,26093000000,37399000000,31970000000,17943000000,,4128000000,81000000
MDT,2020-04-24,1996000000,4229000000,22021000000,4645000000,8167000000,,22031000000,4828000000,3560000000,,10366000000,4140000000,,3560000000,39841000000,7430000000,28132000000,2209000000,,90689000000,502000000,,50737000000,39817000000,26165000000,19063000000,6808000000,2776000000,135000000
MDT,2019-04-26,1953000000,3753000000,24476000000,7951000000,11061000000,,24084000000,4042000000,2711000000,,6987000000,4393000000,,2711000000,39959000000,8009000000,16098000000,2517000000,,89694000000,796000000,,50091000000,39482000000,36704000000,21193000000,5455000000,500000000,121000000
MDT,2018-04-27,1628000000,3579000000,23698000000,7913000000,11172000000,,24974000000,4071000000,1786000000,,8363000000,3669000000,,1786000000,39543000000,8592000000,16632000000,2241000000,,91403000000,1362000000,,50627000000,40674000000,35781000000,22256000000,7558000000,1000000000,102000000
MDT,2017-04-28,1555000000,3338000000,25909000000,7182000000,11768000000,,26956000000,4361000000,2613000000,,13043000000,4967000000,,2613000000,38569000000,10643000000,17369000000,2682000000,,99948000000,908000000,,50208000000,49618000000,35452000000,23407000000,8741000000,6176000000,122000000
MDT,2020-04-24,1996000000,4229000000,22021000000,4645000000,8167000000,,22031000000,4828000000,3560000000,,10366000000,4140000000,4926000000,3560000000,39841000000,7430000000,28132000000,2209000000,,90689000000,502000000,,50737000000,39817000000,26165000000,19063000000,6808000000,2776000000,135000000
MDT,2020-01-24,1945000000,4122000000,24685000000,6248000000,7739000000,,24043000000,5759000000,2546000000,,8735000000,3709000000,2960000000,2546000000,40091000000,6551000000,28210000000,2044000000,,92822000000,837000000,,51808000000,40869000000,26144000000,19456000000,7919000000,844000000,145000000
MDT,2019-10-25,1965000000,4042000000,24725000000,6118000000,9149000000,,22653000000,5745000000,2611000000,,8170000000,3962000000,2452000000,2611000000,39952000000,6578000000,27018000000,2089000000,,91053000000,741000000,,50578000000,40334000000,26171000000,19775000000,6436000000,875000000,141000000
MDT,2019-07-26,1906000000,3932000000,24772000000,5894000000,9953000000,,22705000000,5659000000,2484000000,,8518000000,5080000000,2172000000,2484000000,40082000000,6654000000,26377000000,2191000000,,91268000000,788000000,,50363000000,40771000000,26470000000,20234000000,5603000000,1458000000,134000000
MMC,2019-12-31,2746000000,,10741000000,5443000000,10148000000,719000000,7068000000,2779000000,5055000000,676000000,6679000000,1155000000,2850000000,8829000000,14671000000,4068000000,15199000000,470000000,561000000,31357000000,179000000,,7793000000,23414000000,862000000,3270000000,,1215000000,150000000
MMC,2018-12-31,2234000000,,5510000000,4429000000,3960000000,661000000,5934000000,701000000,4647000000,680000000,4924000000,1066000000,2811000000,8214000000,9599000000,3560000000,14347000000,439000000,561000000,21578000000,598000000,,7511000000,13994000000,817000000,1872000000,,314000000,73000000
MMC,2017-12-31,2083000000,,5225000000,4261000000,3492000000,720000000,5562000000,712000000,4043000000,669000000,4262000000,1205000000,2584000000,7126000000,9089000000,3500000000,13140000000,96000000,561000000,20429000000,199000000,,7359000000,12987000000,784000000,1762000000,,262000000,83000000
MMC,2016-12-31,1969000000,,4495000000,3643000000,3785000000,619000000,4884000000,725000000,5093000000,1097000000,4082000000,1026000000,1985000000,7599000000,8369000000,3341000000,12388000000,215000000,561000000,18190000000,146000000,,6192000000,11918000000,842000000,1608000000,,262000000,80000000
MMC,2020-03-31,2611000000,,11231000000,5828000000,9780000000,617000000,7749000000,2735000000,5847000000,694000000,6859000000,1480000000,3215000000,9502000000,14412000000,3952000000,15490000000,441000000,561000000,31391000000,487000000,,7295000000,23940000000,746000000,2663000000,,716000000,156000000
MMC,2019-12-31,2746000000,,10741000000,5443000000,10148000000,719000000,7068000000,2779000000,5055000000,676000000,6679000000,1155000000,2850000000,8829000000,14671000000,4068000000,15199000000,470000000,561000000,31357000000,179000000,,7793000000,23414000000,862000000,3270000000,,1215000000,150000000
MMC,2019-09-30,2479000000,,11429000000,5438000000,9535000000,717000000,7056000000,2773000000,4931000000,603000000,6204000000,1213000000,3396000000,8548000000,14286000000,3710000000,14811000000,405000000,561000000,31097000000,483000000,,7620000000,23300000000,796000000,2869000000,,514000000,177000000
MMC,2019-06-30,2600000000,,11459000000,5828000000,9497000000,683000000,7526000000,2815000000,4527000000,628000000,6382000000,1294000000,3530000000,7973000000,14479000000,3957000000,14741000000,404000000,561000000,32116000000,397000000,,8065000000,23779000000,736000000,3083000000,,814000000,272000000
MMM,2019-12-31,2228000000,4134000000,17518000000,4963000000,9760000000,213000000,12971000000,10191000000,8139000000,521000000,9222000000,2353000000,1461000000,37988000000,13444000000,7075000000,42135000000,719000000,9000000,44659000000,2092000000,,10063000000,34533000000,5907000000,6379000000,98000000,1841000000,63000000
MMM,2018-12-31,2266000000,4366000000,13428000000,5123000000,2912000000,207000000,13709000000,8738000000,6866000000,365000000,7244000000,2853000000,1138000000,36492000000,10051000000,5905000000,40636000000,246000000,9000000,36500000000,1852000000,,9796000000,26652000000,5643000000,2657000000,380000000,759000000,52000000
MMM,2017-12-31,1945000000,4034000000,12102000000,4982000000,1886000000,171000000,14277000000,8866000000,7026000000,511000000,7687000000,3053000000,1224000000,32913000000,10513000000,6503000000,39115000000,195000000,9000000,37987000000,1948000000,,11563000000,26365000000,5352000000,2936000000,1076000000,1103000000,59000000
MMM,2016-12-31,1798000000,3385000000,10678000000,4501000000,1188000000,153000000,11726000000,8516000000,7245000000,422000000,6219000000,2398000000,1025000000,32679000000,9166000000,5621000000,37907000000,341000000,9000000,32906000000,1844000000,,10298000000,22563000000,5061000000,2320000000,280000000,800000000,45000000
MMM,2020-03-31,2207000000,4217000000,19247000000,4821000000,9356000000,18000000,15090000000,10014000000,8414000000,,9134000000,4253000000,1587000000,38231000000,13312000000,7019000000,42345000000,971000000,9000000,46212000000,2912000000,,10147000000,36003000000,6024000000,6191000000,224000000,,62000000
MMM,2019-12-31,2228000000,4134000000,17518000000,4963000000,9760000000,213000000,12971000000,10191000000,8139000000,,9222000000,2353000000,1461000000,37988000000,13444000000,7075000000,42135000000,719000000,9000000,44659000000,2092000000,,10063000000,34533000000,5907000000,6379000000,98000000,,63000000
MMM,2019-09-30,2079000000,4007000000,17479000000,5020000000,2555000000,42000000,18020000000,9725000000,7388000000,,7821000000,7731000000,1506000000,37253000000,10410000000,5786000000,42085000000,515000000,9000000,42550000000,2853000000,,10702000000,31786000000,5861000000,2847000000,30000000,,62000000
MMM,2019-06-30,2130000000,4300000000,14973000000,5374000000,3455000000,21000000,14051000000,9877000000,7272000000,,7265000000,2849000000,1482000000,37100000000,10574000000,5849000000,41362000000,440000000,9000000,38969000000,3376000000,,10083000000,28827000000,5812000000,2964000000,139000000,,59000000
MO,2019-12-31,325000000,2293000000,27042000000,268000000,11642000000,23581000000,4824000000,1999000000,2864000000,,8174000000,2117000000,1003000000,37222000000,5177000000,7698000000,36539000000,146000000,935000000,49271000000,5294000000,,6222000000,42914000000,5970000000,12687000000,,,135000000
MO,2018-12-31,399000000,2331000000,11898000000,309000000,2688000000,30496000000,4299000000,1938000000,2547000000,,21193000000,1333000000,1251000000,36071000000,5196000000,7540000000,43962000000,326000000,935000000,55459000000,5357000000,,14787000000,40631000000,5961000000,12279000000,,,41000000
MO,2017-12-31,374000000,2225000000,13030000000,603000000,2330000000,17952000000,4344000000,1914000000,1897000000,,6792000000,1253000000,1285000000,33761000000,5307000000,7962000000,42251000000,263000000,935000000,43202000000,4073000000,,15377000000,27784000000,5952000000,12400000000,,,41000000
MO,2016-12-31,425000000,2051000000,13881000000,420000000,4551000000,17852000000,7260000000,1958000000,2052000000,,7375000000,4569000000,513000000,30964000000,5285000000,11865000000,36906000000,220000000,935000000,45932000000,4936000000,,12770000000,33121000000,5893000000,12036000000,,,41000000
MO,2020-03-31,278000000,2006000000,26971000000,147000000,11302000000,23861000000,7935000000,1997000000,2533000000,,11154000000,5616000000,980000000,36879000000,5177000000,7818000000,36528000000,166000000,935000000,52618000000,6606000000,,6543000000,45943000000,5959000000,12668000000,,,132000000
MO,2019-12-31,325000000,2293000000,27042000000,268000000,11642000000,23581000000,4824000000,1999000000,2864000000,,8174000000,2117000000,1003000000,37222000000,5177000000,7698000000,36539000000,146000000,935000000,49271000000,5294000000,,6222000000,42914000000,5970000000,12687000000,,,135000000
MO,2019-09-30,246000000,2188000000,26903000000,180000000,7405000000,27346000000,4291000000,1962000000,2402000000,,7662000000,1604000000,1364000000,36260000000,5262000000,7672000000,39910000000,319000000,935000000,52913000000,4905000000,,10545000000,42237000000,5960000000,12688000000,,,131000000
MO,2019-06-30,224000000,2235000000,27096000000,242000000,3063000000,32094000000,4483000000,1917000000,2646000000,,7952000000,1796000000,1480000000,36505000000,5196000000,7949000000,44081000000,210000000,935000000,57501000000,3894000000,,14464000000,42997000000,5953000000,12331000000,,,40000000
MRK,2019-12-31,5015000000,5978000000,22736000000,7105000000,7714000000,1904000000,27483000000,16126000000,6193000000,719000000,22220000000,9676000000,5263000000,62143000000,19425000000,12672000000,46602000000,3950000000,1788000000,84397000000,2452000000,,25907000000,58396000000,39660000000,14196000000,774000000,,94000000
MRK,2018-12-31,4098000000,5440000000,19887000000,7226000000,4656000000,6801000000,25875000000,13291000000,5545000000,656000000,22206000000,7965000000,5313000000,56474000000,18253000000,13662000000,42579000000,4345000000,1788000000,82637000000,3614000000,,26701000000,55755000000,38808000000,13104000000,899000000,,181000000
MRK,2017-12-31,3102000000,5096000000,21405000000,6918000000,1869000000,12125000000,24766000000,12439000000,4910000000,573000000,18614000000,6092000000,6075000000,48704000000,18284000000,13284000000,41350000000,4254000000,1788000000,87872000000,2192000000,,34336000000,53303000000,39902000000,14183000000,2406000000,,233000000
MRK,2016-12-31,2807000000,4866000000,24303000000,7018000000,4621000000,11436000000,30614000000,12026000000,5226000000,546000000,17204000000,6515000000,5834000000,45772000000,18162000000,13562000000,44133000000,4389000000,1788000000,95377000000,4188000000,,40088000000,55069000000,39939000000,17305000000,7826000000,,220000000
MRK,2020-03-31,4323000000,5846000000,21637000000,8514000000,9658000000,1075000000,26174000000,15269000000,6391000000,,23483000000,7425000000,6532000000,63552000000,19767000000,13493000000,48272000000,4371000000,1788000000,84913000000,2926000000,,26205000000,58613000000,39697000000,16096000000,7000000,,95000000
MRK,2019-12-31,5015000000,5978000000,22736000000,7105000000,7714000000,1904000000,27483000000,16126000000,6193000000,,22220000000,9676000000,5263000000,62143000000,19425000000,12672000000,46602000000,3950000000,1788000000,84397000000,2452000000,,25907000000,58396000000,39660000000,14196000000,774000000,,94000000
MRK,2019-09-30,4468000000,5855000000,22677000000,8714000000,4949000000,2526000000,26142000000,15372000000,5390000000,,20684000000,7869000000,7504000000,60315000000,19480000000,12266000000,45804000000,3555000000,1788000000,83331000000,2546000000,,26838000000,56406000000,39561000000,12307000000,149000000,,87000000
MRK,2019-06-30,4456000000,5847000000,22773000000,8208000000,5236000000,4258000000,24298000000,14925000000,5362000000,,20085000000,6659000000,7613000000,58932000000,19490000000,12618000000,45295000000,3138000000,1788000000,83965000000,2181000000,,27635000000,56228000000,39484000000,13381000000,446000000,,102000000
MS,2019-12-31,197834000000,,175382000000,173341000000,63779000000,108088000000,760337000000,,2788000000,,447083000000,4293000000,13756000000,21515000000,7143000000,186252000000,70589000000,90455000000,20000000,895429000000,125403000000,,73029000000,812732000000,23935000000,2107000000,194773000000,22273000000,1148000000
MS,2018-12-31,179559000000,,164913000000,152498000000,62880000000,94264000000,737207000000,,2292000000,,402188000000,30541000000,13209000000,16263000000,6688000000,205024000000,64175000000,72419000000,20000000,853531000000,99489000000,,71726000000,772125000000,23794000000,2163000000,214835000000,30634000000,1160000000
MS,2017-12-31,191510000000,,171416000000,148309000000,59829000000,81425000000,747258000000,,3060000000,,425258000000,24816000000,14005000000,12271000000,6597000000,176593000000,57577000000,66752000000,20000000,851733000000,104600000000,,68871000000,773267000000,23545000000,2448000000,208268000000,28884000000,1075000000
MS,2016-12-31,190513000000,,144848000000,127554000000,59235000000,82929000000,707413000000,,2643000000,,421165000000,22017000000,15309000000,8440000000,6577000000,171759000000,53679000000,67887000000,20000000,814949000000,98879000000,,68530000000,737772000000,23271000000,2721000000,227191000000,29616000000,1127000000
