stock,endDate,accountsPayable,inventory,longTermDebt,netReceivables,netTangibleAssets,longTermInvestments,totalCurrentAssets,propertyPlantEquipment,otherStockholderEquity,deferredLongTermAssetCharges,totalCurrentLiabilities,cash,otherAssets,treasuryStock,goodWill,otherLiab,retainedEarnings,otherCurrentAssets,commonStock,totalAssets,otherCurrentLiab,deferredLongTermLiab,totalStockholderEquity,totalLiab,capitalSurplus,intangibleAssets,shortTermInvestments,shortLongTermDebt,minorityInterest
CRM,2019-01-31,2461000000,,3173000000,5139000000,257000000,1302000000,10683000000,2051000000,58000000,,11255000000,2669000000,1353000000,58000000,12851000000,511000000,1735000000,830000000,1000000,30737000000,8581000000,1232000000,15605000000,15132000000,13927000000,2497000000,1673000000,,
CRM,2018-01-31,76000000,,695000000,3921000000,2089000000,677000000,9584000000,1947000000,12000000,,10067000000,2543000000,1489000000,12000000,7314000000,846000000,635000000,689000000,1000000,21984000000,6995000000,1105000000,10376000000,11608000000,9752000000,973000000,1978000000,,
CRM,2017-01-31,115257000,,2008391000,3230820000,1057977000,566953000,5996827000,1787534000,75841000,,7295466000,1606549000,675505000,75841000,7263846000,99378000,464910000,338702000,708000,17584923000,6347713000,227849000,7500127000,10084796000,8040170000,1294258000,602338000,,
CRM,2020-01-31,1856000000,,2673000000,6623000000,3541000000,1963000000,15963000000,5415000000,93000000,,14845000000,4145000000,1441000000,93000000,25134000000,946000000,1861000000,954000000,1000000,55126000000,10686000000,1348000000,33885000000,21241000000,32116000000,5210000000,3802000000,,
CRM,2019-10-31,2763000000,,2824000000,3034000000,2861000000,1760000000,11026000000,5515000000,74000000,,10474000000,3868000000,1223000000,74000000,25022000000,496000000,2109000000,868000000,1000000,49942000000,6911000000,1103000000,33279000000,16663000000,31243000000,5396000000,2661000000,,
CRM,2019-07-31,2271000000,,2973000000,2600000000,1720000000,1614000000,9903000000,5187000000,77000000,,10195000000,3510000000,1186000000,77000000,13199000000,325000000,2218000000,823000000,1000000,33336000000,7142000000,1105000000,17166000000,16170000000,15024000000,2247000000,2532000000,,
CRM,2019-04-30,2050000000,,3173000000,2413000000,1221000000,1548000000,10035000000,5097000000,65000000,,10488000000,4110000000,1249000000,65000000,12854000000,305000000,2127000000,815000000,1000000,33154000000,7585000000,1149000000,16446000000,16708000000,14383000000,2371000000,2269000000,,
CSCO,2019-07-27,2188000000,1383000000,14475000000,10965000000,2159000000,1275000000,47755000000,2789000000,792000000,4065000000,31712000000,11750000000,10244000000,792000000,33529000000,18035000000,5903000000,1994000000,40266000000,97793000000,16111000000,,33571000000,64222000000,,2201000000,21663000000,5999000000,
CSCO,2018-07-28,2063000000,1846000000,20393000000,12003000000,8946000000,1096000000,61837000000,3006000000,849000000,3219000000,27035000000,8934000000,8587000000,849000000,31706000000,18152000000,1233000000,1440000000,42820000000,108784000000,16738000000,,43204000000,65580000000,,2552000000,37614000000,5248000000,
CSCO,2017-07-29,1547000000,1616000000,25725000000,10002000000,33832000000,1085000000,83703000000,3322000000,46000000,4239000000,27583000000,11708000000,9403000000,46000000,29766000000,10373000000,20838000000,1593000000,45253000000,129818000000,15149000000,,66137000000,63681000000,,2539000000,58784000000,4747000000,
CSCO,2016-07-30,1215000000,1217000000,24483000000,10119000000,34460000000,1369000000,78719000000,3506000000,326000000,4299000000,24911000000,7631000000,8932000000,326000000,26625000000,8673000000,19396000000,1616000000,44516000000,121652000000,16585000000,,63586000000,58067000000,,2501000000,58125000000,4159000000,
CSCO,2020-04-25,2524000000,1212000000,11578000000,9284000000,511000000,1424000000,41307000000,3465000000,1109000000,3909000000,25937000000,10366000000,10001000000,1109000000,33453000000,17517000000,3874000000,2228000000,40691000000,91394000000,15623000000,,35708000000,55686000000,,1744000000,18208000000,4506000000,
CSCO,2020-01-25,2061000000,1353000000,14494000000,9157000000,15000000,1305000000,40053000000,3821000000,700000000,3896000000,22088000000,8475000000,9729000000,700000000,33612000000,17613000000,4384000000,2481000000,40617000000,90426000000,15458000000,,35533000000,54893000000,,1906000000,18587000000,1499000000,
CSCO,2019-10-26,2137000000,1344000000,14497000000,9904000000,1262000000,1311000000,41716000000,3769000000,815000000,3963000000,24597000000,8587000000,10011000000,815000000,33578000000,18195000000,5083000000,2432000000,40321000000,92492000000,15358000000,,34423000000,58069000000,,2107000000,19448000000,4000000000,
CSCO,2019-07-27,2188000000,1383000000,14475000000,10965000000,2159000000,1275000000,47755000000,2789000000,792000000,4065000000,31712000000,11750000000,10244000000,792000000,33529000000,18035000000,5903000000,1994000000,40266000000,97793000000,16111000000,,33571000000,64222000000,,2201000000,21663000000,5999000000,
CVS,2019-12-31,10492000000,17516000000,63918000000,19617000000,49006000000,,50302000000,32904000000,990000000,,53303000000,5683000000,9059000000,27216000000,79749000000,21351000000,45108000000,5113000000,17000000,222449000000,18579000000,,63864000000,158279000000,45955000000,33121000000,2373000000,3754000000,306000000
CVS,2018-12-31,8925000000,16450000000,70802000000,17631000000,56977000000,,45243000000,11349000000,73000000,,44009000000,4059000000,8930000000,28126000000,78678000000,22460000000,40911000000,4581000000,17000000,196456000000,16398000000,,58225000000,137913000000,45423000000,36524000000,2522000000,1265000000,318000000
CVS,2017-12-31,8863000000,15296000000,21511000000,13181000000,14390000000,,31229000000,10292000000,196000000,,30648000000,1696000000,1417000000,37961000000,38451000000,4607000000,43556000000,940000000,17000000,95131000000,10431000000,,37691000000,57436000000,32079000000,13630000000,111000000,3568000000,4000000
CVS,2016-12-31,7946000000,14760000000,25615000000,12164000000,14930000000,,31042000000,10175000000,336000000,,26250000000,3371000000,1485000000,33788000000,38249000000,5763000000,38983000000,660000000,17000000,94462000000,9451000000,,36830000000,57628000000,31618000000,13511000000,87000000,42000000,4000000
CVS,2020-03-31,10223000000,16976000000,64816000000,23037000000,47580000000,16840000000,58958000000,32818000000,658000000,,59560000000,10081000000,9303000000,27495000000,79993000000,21131000000,46455000000,6232000000,17000000,230639000000,20418000000,,65140000000,165165000000,46163000000,32727000000,2632000000,5828000000,334000000
CVS,2019-12-31,10492000000,17516000000,63918000000,19617000000,49006000000,17314000000,50302000000,32904000000,990000000,,53303000000,5683000000,9059000000,27216000000,79749000000,21351000000,45108000000,5113000000,17000000,222449000000,18579000000,,63864000000,158279000000,45955000000,33121000000,2373000000,3754000000,306000000
CVS,2019-09-30,9442000000,16028000000,63615000000,19789000000,50589000000,17342000000,48185000000,32408000000,921000000,,52544000000,5193000000,8975000000,27257000000,79548000000,21604000000,44017000000,4841000000,17000000,220113000000,17899000000,,62614000000,157180000000,45837000000,33655000000,2334000000,3751000000,319000000
CVS,2019-06-30,9160000000,15511000000,66382000000,18174000000,52366000000,16973000000,46901000000,32348000000,655000000,,49376000000,6063000000,9034000000,27573000000,79485000000,22139000000,43136000000,4691000000,17000000,218904000000,16708000000,,61282000000,157305000000,45702000000,34163000000,2462000000,3868000000,317000000
CVX,2019-12-31,14103000000,5848000000,23409000000,13314000000,139750000000,38688000000,28329000000,154568000000,5230000000,4178000000,26530000000,5686000000,11380000000,49829000000,4463000000,39391000000,174945000000,463000000,1832000000,237428000000,1554000000,1507000000,144213000000,92220000000,17265000000,,63000000,,995000000
CVX,2018-12-31,13953000000,5704000000,28606000000,14771000000,150036000000,35546000000,34021000000,169207000000,3784000000,4399000000,27171000000,9342000000,10571000000,45377000000,4518000000,42317000000,180987000000,620000000,1832000000,253863000000,1628000000,1569000000,154554000000,98221000000,17112000000,,1003000000,,1088000000
CVX,2017-12-31,14565000000,5585000000,33477000000,15331000000,143593000000,32497000000,28560000000,177712000000,3829000000,4750000000,27737000000,4813000000,10506000000,44662000000,4531000000,43179000000,174106000000,427000000,1832000000,253806000000,1600000000,1542000000,148124000000,104487000000,16848000000,,9000000,,1195000000
CVX,2016-12-31,13986000000,5419000000,35193000000,14062000000,140975000000,30250000000,29619000000,182186000000,4083000000,4649000000,31785000000,6988000000,13442000000,45917000000,4581000000,46285000000,173046000000,30000000,1832000000,260078000000,1050000000,789000000,145556000000,113356000000,16595000000,,13000000,,1166000000
CVX,2020-03-31,11006000000,6574000000,23663000000,9676000000,139476000000,39693000000,28562000000,149220000000,5124000000,,28235000000,8492000000,14748000000,51290000000,4454000000,39865000000,176113000000,925000000,1832000000,236677000000,1534000000,9752000000,143930000000,91763000000,17275000000,,50000000,,984000000
CVX,2019-12-31,14103000000,5848000000,23409000000,13314000000,139750000000,38688000000,28329000000,154568000000,5230000000,,26530000000,5686000000,11380000000,49829000000,4463000000,39391000000,174945000000,463000000,1832000000,237428000000,1554000000,1507000000,144213000000,92220000000,17265000000,,63000000,,995000000
CVX,2019-09-30,13230000000,5951000000,24807000000,12917000000,151334000000,38327000000,33988000000,168628000000,3509000000,,30233000000,11697000000,11087000000,47009000000,4507000000,41606000000,183783000000,419000000,1832000000,256537000000,1542000000,5698000000,155841000000,99645000000,17235000000,,58000000,,1051000000
CVX,2019-06-30,14805000000,6809000000,24806000000,14381000000,151888000000,37417000000,33087000000,169641000000,3597000000,,28829000000,8513000000,11226000000,46063000000,4507000000,41829000000,183442000000,430000000,1832000000,255878000000,1414000000,5707000000,156395000000,98427000000,17184000000,,58000000,,1056000000
DE,2019-11-03,9485000000,5975000000,5415000000,6872000000,7116000000,199000000,50853000000,5929000000,5607000000,1466000000,24741000000,3175000000,3443000000,23081000000,2917000000,6590000000,29852000000,21000000,4642000000,73011000000,71000000,,11413000000,61580000000,,1380000000,1000000,710000000,18000000
DE,2018-10-28,9712000000,6149000000,4714000000,6931000000,6328000000,192000000,48660000000,5821000000,4427000000,808000000,25130000000,3195000000,3191000000,20739000000,3101000000,6345000000,27553000000,194000000,4474000000,70108000000,49000000,,11288000000,58803000000,,1859000000,8000000,1320000000,17000000
DE,2017-10-29,8259000000,3904100000,5491300000,5160800000,8054000000,168500000,48349300000,5016700000,4563700000,2415000000,22571000000,8168400000,4089800000,20024500000,1033300000,7749500000,25301300000,108000000,4280500000,65786300000,26000000,,9557300000,56211800000,,470000000,20200000,286000000,17200000
DE,2016-10-30,7168100000,3340500000,4565000000,4046700000,5335200000,220600000,41379900000,5118600000,5626000000,2964400000,19148600000,3140500000,4049100000,21303100000,815700000,8522100000,23911300000,60000000,3911800000,57918500000,43000000,,6520000000,51373700000,,369100000,34200000,114000000,24800000
DE,2020-05-03,7477000000,6171000000,9921000000,7385000000,7636000000,192000000,55922000000,5983000000,5715000000,1435000000,24631000000,7466000000,3713000000,23405000000,2917000000,6246000000,30556000000,103000000,4713000000,77326000000,1145000000,,11864000000,65461000000,,1311000000,3000000,611000000,1000000
DE,2020-02-02,7098000000,6482000000,5544000000,6937000000,7632000000,217000000,49819000000,6233000000,5329000000,1414000000,22786000000,2862000000,3711000000,22878000000,2945000000,6348000000,30129000000,58000000,4675000000,71821000000,1110000000,,11926000000,59877000000,,1349000000,4000000,616000000,18000000
DE,2019-11-03,9485000000,5975000000,5415000000,6872000000,7116000000,199000000,50853000000,5929000000,5607000000,1466000000,24741000000,3175000000,3443000000,23081000000,2917000000,6590000000,29852000000,21000000,4642000000,73011000000,71000000,,11413000000,61580000000,,1380000000,1000000,710000000,18000000
DE,2019-07-28,9244000000,6747000000,5364000000,8501000000,7809000000,219000000,51611000000,5753000000,4581000000,1088000000,25580000000,2694000000,4119000000,21702000000,3013000000,6424000000,29369000000,53000000,4599000000,73530000000,45000000,,12266000000,61246000000,,1444000000,5000000,1110000000,18000000
DHR,2019-12-31,1514400000,1628300000,21503600000,3268400000,3791200000,33700000,25596600000,3065700000,3068300000,,4932100000,19912300000,923400000,3068300000,22712500000,4711800000,24166300000,,8400000,62081600000,1850000000,,28671000000,31799700000,7564600000,9749700000,,211300000,11300000
DHR,2018-12-31,1495400000,1631400000,9688500000,3111800000,4648900000,38300000,7093800000,2249600000,2791100000,,4841500000,787800000,5587500000,2791100000,22580500000,5075800000,25163000000,,8200000,47832500000,2209900000,,28214400000,19605800000,5834300000,10282800000,,51800000,12300000
DHR,2017-12-31,1509900000,1840800000,10327400000,3521800000,10447500000,45400000,6850000000,2454600000,1994200000,,4792300000,630300000,492900000,1994200000,25138600000,5161100000,22806100000,,8100000,46648600000,1875200000,,26358200000,20280800000,5538200000,11667100000,,194700000,9600000
DHR,2016-12-31,1485000000,1709400000,9674200000,3186100000,12642100000,170100000,6665100000,2354000000,3021700000,,6874000000,963700000,461200000,3021700000,23826900000,5670300000,20703500000,,8100000,45295300000,1644300000,,23002800000,22218500000,5312900000,11818000000,,2594800000,74000000
DHR,2020-04-03,1748300000,2575000000,22737200000,3433300000,22782600000,35400000,11142600000,3815500000,2791300000,,8465600000,4367700000,1698700000,2791300000,33725500000,5801100000,24608600000,,8400000,68930300000,,,29455500000,37863900000,7629800000,18512600000,,2444100000,11300000
DHR,2019-12-31,1514400000,1628300000,21503600000,3268400000,3791200000,33700000,25596600000,3065700000,3068300000,,4932100000,19912300000,923400000,3068300000,22712500000,4711800000,24166300000,,8400000,62081600000,,,28671000000,31799700000,7564600000,9749700000,,211300000,11300000
DHR,2019-09-27,1606800000,2023700000,16536200000,3544100000,5968000000,35700000,20353700000,3475700000,3088300000,,5934000000,14252100000,795300000,3088300000,25724800000,5048300000,26481200000,,8300000,61531100000,,,30902700000,28335500000,7501500000,11145900000,,1132600000,693300000
DHR,2019-06-28,1664100000,2055900000,10144400000,3566600000,6897000000,36400000,11603700000,3466500000,2844300000,,5008000000,5433600000,716800000,2844300000,26074500000,5176300000,25955000000,,8300000,53322000000,,,30601600000,21108800000,7482600000,11424100000,,162600000,12000000
DIS,2019-09-28,13778000000,6246000000,38129000000,15481000000,14631000000,3224000000,28124000000,31603000000,6617000000,,31341000000,5418000000,27525000000,7524000000,80293000000,21516000000,42494000000,979000000,53907000000,193984000000,5691000000,,88877000000,91132000000,,23215000000,,3515000000,13975000000
DIS,2018-09-29,6503000000,2706000000,17084000000,9334000000,10692000000,2899000000,16825000000,29540000000,3097000000,,17860000000,4150000000,11253000000,70685000000,31269000000,9699000000,82679000000,635000000,36779000000,98598000000,5378000000,,48773000000,44643000000,,6812000000,,2785000000,5182000000
DIS,2017-09-30,6305000000,2651000000,19119000000,8633000000,2894000000,3202000000,15889000000,28406000000,3528000000,,19595000000,4017000000,9871000000,67539000000,31426000000,10923000000,72606000000,143000000,36248000000,95789000000,5299000000,,41315000000,49637000000,,6995000000,,3400000000,4837000000
DIS,2016-10-01,6860000000,2598000000,16483000000,9065000000,8506000000,4258000000,16966000000,27349000000,3979000000,,16842000000,4610000000,8701000000,58682000000,27810000000,11385000000,66088000000,244000000,35859000000,92033000000,4548000000,,43265000000,44710000000,,6949000000,,2166000000,4058000000
DIS,2020-03-28,17048000000,3400000000,42770000000,14532000000,11950000000,3180000000,33274000000,36715000000,6637000000,,35473000000,14339000000,30768000000,7544000000,80320000000,20827000000,43721000000,1003000000,54230000000,206294000000,4891000000,,90407000000,102321000000,,22037000000,,4193000000,13566000000
DIS,2019-12-28,18920000000,2905000000,38057000000,17100000000,13226000000,3312000000,27776000000,35503000000,6533000000,,34797000000,6833000000,31374000000,7440000000,80314000000,21270000000,43202000000,938000000,53995000000,200948000000,5024000000,,89757000000,97146000000,,22669000000,,3484000000,14045000000
DIS,2019-09-28,13778000000,6246000000,38129000000,15481000000,14631000000,3224000000,28124000000,31603000000,6617000000,,31341000000,5418000000,27525000000,7524000000,80293000000,21516000000,42494000000,979000000,53907000000,193984000000,5691000000,,88877000000,91132000000,,23215000000,,3515000000,13975000000
DIS,2019-06-29,17647000000,6042000000,36311000000,15673000000,12443000000,3872000000,31370000000,31392000000,3721000000,,44593000000,6728000000,39926000000,4628000000,77801000000,23318000000,41382000000,2927000000,53718000000,209475000000,5023000000,,90472000000,104222000000,,25114000000,,21923000000,14781000000
DUK,2019-12-31,3487000000,3232000000,54135000000,3417000000,25308000000,2368000000,9163000000,102339000000,130000000,,14752000000,311000000,25416000000,130000000,19303000000,39718000000,4108000000,2203000000,1000000,158838000000,3345000000,13222000000,44860000000,110887000000,40881000000,249000000,,3022000000,1129000000
DUK,2018-12-31,3487000000,3084000000,50352000000,3863000000,24268000000,1778000000,9714000000,90181000000,92000000,,15041000000,442000000,24170000000,92000000,19303000000,35394000000,3113000000,2325000000,1000000,145392000000,3378000000,13617000000,43817000000,101558000000,40795000000,246000000,,3236000000,17000000
DUK,2017-12-31,3043000000,3250000000,49035000000,3104000000,22113000000,1553000000,8453000000,84824000000,67000000,,12482000000,358000000,23458000000,67000000,19396000000,34660000000,3013000000,1740000000,1000000,137914000000,2691000000,12442000000,41739000000,96177000000,38792000000,230000000,,3244000000,2000000
DUK,2016-12-31,2994000000,3522000000,45576000000,2644000000,21382000000,1295000000,8039000000,80870000000,93000000,,11551000000,392000000,22906000000,93000000,19425000000,34593000000,2384000000,1481000000,1000000,132761000000,2417000000,12878000000,41033000000,91720000000,38741000000,226000000,,2319000000,8000000
DUK,2020-03-31,2364000000,3324000000,56311000000,2637000000,25656000000,2531000000,10181000000,104741000000,193000000,,15170000000,1450000000,23316000000,193000000,19303000000,39094000000,4221000000,2767000000,1000000,160072000000,4125000000,13413000000,44959000000,111989000000,40930000000,,,5077000000,1162000000
DUK,2019-12-31,3487000000,3232000000,54135000000,3417000000,25308000000,2368000000,9163000000,102339000000,130000000,,14752000000,311000000,25416000000,130000000,19303000000,39718000000,4108000000,2203000000,1000000,158838000000,3345000000,13222000000,44860000000,110887000000,40881000000,,,3022000000,1129000000
DUK,2019-09-30,2946000000,3107000000,53945000000,3077000000,25172000000,2300000000,9619000000,100615000000,153000000,,13390000000,379000000,24080000000,153000000,19303000000,38846000000,4139000000,3056000000,1000000,155917000000,4108000000,13916000000,44475000000,108510000000,40488000000,,,2979000000,969000000
DUK,2019-06-30,2512000000,3189000000,53435000000,2799000000,24937000000,2143000000,9509000000,98933000000,148000000,,13447000000,336000000,23561000000,148000000,19303000000,38826000000,3502000000,3185000000,1000000,153449000000,3667000000,13393000000,44240000000,108117000000,40885000000,,,2583000000,119000000
FB,2019-12-31,1363000000,,,9518000000,81445000000,,66225000000,44783000000,489000000,,15053000000,19079000000,2759000000,489000000,18715000000,7327000000,55692000000,,,133376000000,10854000000,,101054000000,32322000000,45851000000,894000000,35776000000,,
FB,2018-12-31,820000000,,,7587000000,64532000000,,50480000000,24683000000,760000000,,7017000000,10019000000,2576000000,760000000,18301000000,6190000000,41981000000,,,97334000000,4494000000,,84127000000,13207000000,42906000000,1294000000,31095000000,,
FB,2017-12-31,380000000,,,5832000000,54242000000,,48563000000,13721000000,227000000,,3760000000,8079000000,2135000000,227000000,18221000000,6417000000,33990000000,,,84524000000,2590000000,,74347000000,10177000000,40584000000,1884000000,33632000000,,
FB,2016-12-31,302000000,,,3993000000,38537000000,,34401000000,8591000000,703000000,,2875000000,8903000000,1312000000,703000000,18122000000,2892000000,21670000000,,,64961000000,1937000000,,59194000000,5767000000,38227000000,2535000000,20546000000,,
FB,2020-03-31,829000000,,,7289000000,85655000000,,69349000000,46486000000,544000000,,15069000000,23618000000,2887000000,544000000,18811000000,8063000000,59160000000,137000000,,138371000000,959000000,,105304000000,33067000000,46688000000,838000000,36671000000,,
FB,2019-12-31,1363000000,,,9518000000,81445000000,,66225000000,44783000000,489000000,,15053000000,19079000000,2759000000,489000000,18715000000,7327000000,55692000000,8000000,,133376000000,10854000000,,101054000000,32322000000,45851000000,894000000,35776000000,,
FB,2019-09-30,860000000,,,7673000000,74808000000,,62079000000,40687000000,849000000,,13328000000,15979000000,2461000000,849000000,18338000000,8330000000,49789000000,7000000,,124418000000,815000000,,93999000000,30419000000,45059000000,853000000,36290000000,,
FB,2019-06-30,655000000,,,7513000000,69434000000,,57961000000,37271000000,483000000,,12979000000,13877000000,2446000000,483000000,18334000000,7749000000,44968000000,9000000,,117006000000,7758000000,,88762000000,28244000000,44277000000,994000000,34719000000,,
GILD,2019-12-31,713000000,922000000,22094000000,3582000000,4622000000,5139000000,30296000000,5170000000,85000000,,9759000000,11631000000,3119000000,85000000,4117000000,6498000000,19388000000,37000000,1000000,61627000000,293000000,,22525000000,38977000000,3051000000,13786000000,13040000000,,125000000
GILD,2018-12-31,790000000,814000000,24574000000,3327000000,1532000000,1565000000,35836000000,4006000000,80000000,,10605000000,17940000000,2413000000,80000000,4117000000,6962000000,19024000000,73000000,1000000,63675000000,556000000,,21387000000,42141000000,2282000000,15738000000,13012000000,,147000000
GILD,2017-12-31,814000000,801000000,30795000000,3851000000,817000000,11184000000,31823000000,3295000000,165000000,,11635000000,7588000000,2722000000,165000000,4159000000,7352000000,19012000000,12000000,1000000,70283000000,713000000,,20442000000,49782000000,1264000000,17100000000,17922000000,,59000000
GILD,2016-12-31,1206000000,1587000000,26346000000,4514000000,8744000000,20913000000,19588000000,2865000000,278000000,,9218000000,8229000000,3468000000,278000000,1172000000,2050000000,18154000000,306000000,1000000,56977000000,186000000,,18887000000,37614000000,454000000,8971000000,3666000000,,476000000
GILD,2020-03-31,590000000,986000000,22098000000,3967000000,4448000000,7001000000,26950000000,4564000000,46000000,,8879000000,10051000000,3607000000,46000000,4117000000,6585000000,18709000000,69000000,1000000,59741000000,649000000,,22067000000,37562000000,3311000000,13502000000,10973000000,1999000000,112000000
GILD,2019-12-31,713000000,922000000,22094000000,3582000000,4622000000,5139000000,30296000000,5170000000,85000000,,9759000000,11631000000,3119000000,85000000,4117000000,6498000000,19388000000,37000000,1000000,61627000000,293000000,,22525000000,38977000000,3051000000,13786000000,13040000000,2499000000,125000000
GILD,2019-09-30,632000000,882000000,22090000000,3315000000,1623000000,4440000000,28361000000,5037000000,117000000,,9567000000,9474000000,2327000000,117000000,4117000000,6134000000,17616000000,75000000,1000000,59146000000,176000000,,20604000000,38410000000,2870000000,14864000000,13674000000,2498000000,132000000
GILD,2019-06-30,617000000,884000000,24084000000,3396000000,3347000000,3217000000,33727000000,4753000000,102000000,,8961000000,11240000000,2244000000,102000000,4117000000,6933000000,19829000000,47000000,1000000,63210000000,175000000,,22616000000,40459000000,2684000000,15152000000,17121000000,1999000000,135000000
GOOG,2019-12-31,5561000000,999000000,3958000000,27492000000,178839000000,13078000000,152578000000,84587000000,1232000000,721000000,45221000000,18498000000,3063000000,1232000000,20624000000,14478000000,152122000000,4412000000,50552000000,275909000000,22159000000,,201442000000,74467000000,,1979000000,101177000000,,
GOOG,2018-12-31,4378000000,1107000000,3950000000,21193000000,157520000000,13859000000,135676000000,59719000000,2306000000,737000000,34620000000,16701000000,3430000000,2306000000,17888000000,16532000000,134885000000,4236000000,45049000000,232792000000,17612000000,,177628000000,55164000000,,2220000000,92439000000,,
GOOG,2017-12-31,3137000000,749000000,3943000000,18705000000,133063000000,7813000000,124308000000,42383000000,992000000,680000000,24183000000,10715000000,3352000000,992000000,16747000000,16641000000,113247000000,2983000000,40247000000,197295000000,10651000000,,152502000000,44793000000,,2692000000,91156000000,,
GOOG,2016-12-31,2041000000,268000000,3935000000,15632000000,119261000000,5878000000,105408000000,34234000000,2402000000,383000000,16756000000,12918000000,2202000000,2402000000,16468000000,7770000000,105131000000,3175000000,36307000000,167497000000,5851000000,,139036000000,28461000000,,3307000000,73415000000,,
GOOG,2020-03-31,4099000000,889000000,3960000000,23735000000,181085000000,12367000000,147018000000,87966000000,1097000000,730000000,40189000000,19644000000,3478000000,1097000000,20734000000,14063000000,151068000000,5165000000,53688000000,273403000000,21872000000,,203659000000,69744000000,,1840000000,97585000000,,
GOOG,2019-12-31,5561000000,999000000,3958000000,27492000000,178839000000,13078000000,152578000000,84587000000,1232000000,721000000,45221000000,18498000000,3063000000,1232000000,20624000000,14478000000,152122000000,4412000000,50552000000,275909000000,22159000000,,201442000000,74467000000,,1979000000,101177000000,,
GOOG,2019-09-30,4142000000,1401000000,3956000000,21081000000,175153000000,12488000000,148358000000,79593000000,1196000000,564000000,39224000000,16032000000,2789000000,1196000000,18069000000,15103000000,147125000000,4699000000,49040000000,263044000000,17661000000,,194969000000,68075000000,,1747000000,105145000000,,
GOOG,2019-06-30,3925000000,964000000,3954000000,21317000000,172290000000,12112000000,147437000000,74604000000,1091000000,585000000,37000000000,16587000000,3046000000,1091000000,18000000000,14747000000,145346000000,4100000000,47937000000,257101000000,18106000000,,192192000000,64909000000,,1902000000,104469000000,,
GOOGL,2019-12-31,5561000000,999000000,3958000000,27492000000,178839000000,13078000000,152578000000,84587000000,1232000000,721000000,45221000000,18498000000,3063000000,1232000000,20624000000,14478000000,152122000000,4412000000,50552000000,275909000000,22159000000,,201442000000,74467000000,,1979000000,101177000000,,
GOOGL,2018-12-31,4378000000,1107000000,3950000000,21193000000,157520000000,13859000000,135676000000,59719000000,2306000000,737000000,34620000000,16701000000,3430000000,2306000000,17888000000,16532000000,134885000000,4236000000,45049000000,232792000000,17612000000,,177628000000,55164000000,,2220000000,92439000000,,
GOOGL,2017-12-31,3137000000,749000000,3943000000,18705000000,133063000000,7813000000,124308000000,42383000000,992000000,680000000,24183000000,10715000000,3352000000,992000000,16747000000,16641000000,113247000000,2983000000,40247000000,197295000000,10651000000,,152502000000,44793000000,,2692000000,91156000000,,
GOOGL,2016-12-31,2041000000,268000000,3935000000,15632000000,119261000000,5878000000,105408000000,34234000000,2402000000,383000000,16756000000,12918000000,2202000000,2402000000,16468000000,7770000000,105131000000,3175000000,36307000000,167497000000,5851000000,,139036000000,28461000000,,3307000000,73415000000,,
GOOGL,2020-03-31,4099000000,889000000,3960000000,23735000000,181085000000,12367000000,147018000000,87966000000,1097000000,730000000,40189000000,19644000000,3478000000,1097000000,20734000000,14063000000,151068000000,5165000000,53688000000,273403000000,21872000000,,203659000000,69744000000,,1840000000,97585000000,,
GOOGL,2019-12-31,5561000000,999000000,3958000000,27492000000,178839000000,13078000000,152578000000,84587000000,1232000000,721000000,45221000000,18498000000,3063000000,1232000000,20624000000,14478000000,152122000000,4412000000,50552000000,275909000000,22159000000,,201442000000,74467000000,,1979000000,101177000000,,
GOOGL,2019-09-30,4142000000,1401000000,3956000000,21081000000,175153000000,12488000000,148358000000,79593000000,1196000000,564000000,39224000000,16032000000,2789000000,1196000000,18069000000,15103000000,147125000000,4699000000,49040000000,263044000000,17661000000,,194969000000,68075000000,,1747000000,105145000000,,
GOOGL,2019-06-30,3925000000,964000000,3954000000,21317000000,172290000000,12112000000,147437000000,74604000000,1091000000,585000000,37000000000,16587000000,3046000000,1091000000,18000000000,14747000000,145346000000,4100000000,47937000000,257101000000,18106000000,,192192000000,64909000000,,1902000000,104469000000,,
GS,2019-12-31,174817000000,,219029000000,188232000000,74225000000,64543000000,899342000000,24246000000,1711000000,,528937000000,133546000000,,82295000000,4196000000,151023000000,106465000000,,9000000,992968000000,106976000000,,79062000000,900990000000,54883000000,641000000,221762000000,30636000000,1713000000
GS,2018-12-31,180235000000,,236027000000,174860000000,74900000000,47877000000,861520000000,18317000000,3538000000,,445759000000,130547000000,,75132000000,3758000000,158257000000,100100000000,,9000000,931796000000,69167000000,,78982000000,840043000000,54005000000,324000000,274543000000,27476000000,1568000000
GS,2017-12-31,178169000000,,227579000000,157547000000,66352000000,1754000000,895890000000,15094000000,897000000,,467797000000,110051000000,,74495000000,3665000000,138604000000,91519000000,,9000000,916776000000,76350000000,,70390000000,833980000000,53357000000,373000000,580321000000,30090000000,553000000
GS,2016-12-31,188455000000,,198075000000,123824000000,71595000000,988000000,843012000000,12070000000,2698000000,,450593000000,121711000000,,65996000000,3666000000,124098000000,89039000000,,9000000,860165000000,71438000000,,75690000000,772766000000,52638000000,429000000,543805000000,23528000000,506000000
GS,2020-03-31,213178000000,,238576000000,254082000000,76366000000,69365000000,989677000000,25904000000,4974000000,,578201000000,105489000000,,80955000000,4196000000,177436000000,106501000000,59760000000,9000000,1089756000000,120049000000,,81176000000,996255000000,55621000000,614000000,254003000000,22532000000,1122000000
