Symbol,Nombre oficial,Sector,Subsector,Security Name,Country
RJET,"Republic Airways Holdings, Inc.",,,"Republic Airways Holdings, Inc. - Common Stock",United States
RJF,Raymond James Financial Inc.,Financials,,Raymond James Financial Inc. Common Stock,United States
RL,RALPH LAUREN CORPORATION,Industrials,Textiles & Apparel,Ralph Lauren Corporation Common Stock,United States
RLJE,"RLJ Entertainment, Inc.",,,"RLJ Entertainment, Inc. - Common Stock",United States
RLOC,"ReachLocal, Inc.",,,"ReachLocal, Inc. - Common Stock",India
RLOG,"Rand Logistics, Inc.",,,"Rand Logistics, Inc. - Common Stock",United States
RLYP,"Relypsa, Inc.",,,"Relypsa, Inc. - Common Stock",Hong Kong
RMBS,RAMBUS INC.,Information Technology,Semiconductors & Semiconductor Equipment,"Rambus, Inc. - Common Stock",United States
RMCF,Rocky Moun,Consumer Staples,Food & Tobacco,"Rocky Mountain Chocolate Factory, Inc. - Common Stock",United States
RMD,RESMED INC.,Health Care,Healthcare Equipment & Supplies,ResMed Inc. Common Stock,United States
RMGN,RMG Networks Holding Corporation,,,RMG Networks Holding Corporation - Common Stock,United States
RMTI,Rockwell Medical,Health Care,Biotechnology & Medical Research,"Rockwell Medical, Inc. - Common Stock",United States
RNA,Avidity,Health Care,Pharmaceuticals,Prosensa Holding N.V. - Ordinary Shares,United States
RNET,"RigNet, Inc.",,,"RigNet, Inc. - Common Stock",United States
RNST,Renasant,Financials,Banking Services,Renasant Corporation - Common Stock,United States
RNWK,RealNetworks,Information Technology,Software & IT Services,"RealNetworks, Inc. - Common Stock",United States
ROCK,Gibraltar Indtrs,Real Estate,Homebuilding & Construction Supplies,"Gibraltar Industries, Inc. - Common Stock",United States
ROIA,"Radio One, Inc.",,,"Radio One, Inc. - Class A Common Stock",United States
ROIAK,"Radio One, Inc.",,,"Radio One, Inc. - Class D Common Stock",United States
ROIC,Retail Opp Invts,Real Estate,Residential & Commercial REIT,Retail Opportunity Investments Corp. - Common Stock,United States
ROIQ,ROI Acquisition Corp. II,,,ROI Acquisition Corp. II - Common Stock,United States
ROIQU,ROI Acquisition Corp. II,,,ROI Acquisition Corp. II - Units,United States
ROIQW,ROI Acquisition Corp. II,,,ROI Acquisition Corp. II - Warrants,United States
ROK,"ROCKWELL AUTOMATION, INC.",Industrials,"Machinery, Equipment & Components",Rockwell Automation Inc. Common Stock,United States
ROKA,"Roka Bioscience, Inc.",,,"Roka Bioscience, Inc. - Common Stock",Malaysia
ROL,Rollins,Utilities,Professional & Commercial Services,Rollins Inc. Common Stock,United States
ROLL,RBC Bearings,Industrials,"Machinery, Equipment & Components",RBC Bearings Incorporated - Common Stock,United States
ROP,"ROPER TECHNOLOGIES, INC.",Information Technology,Software & IT Services,Roper Technologies Inc. Common Stock,United States
ROSE,Rose Hill Acqsn,Financials,Holding Companies,Rosetta Resources Inc. - Common Stock,United States
ROSG,Rosetta Genomics Ltd.,,,Rosetta Genomics Ltd. - ordinary shares,United States
ROST,"ROSS STORES, INC.",Consumer Staples,Specialty Retailers,"Ross Stores, Inc. - Common Stock",United States
ROVI,"Laboratorios Farmacéuticos ROVI, S.A.",Health Care,Pharmaceuticals,Rovi Corporation - Common Stock,United States
ROYL,Royale Energy,Energy,Oil & Gas,"Royale Energy, Inc. - Common Stock",United States
RP,RepliCel Life,Health Care,Biotechnology & Medical Research,"RealPage, Inc. - Common Stock",France
RPRX,Royalty Pharma,Health Care,Pharmaceuticals,Repros Therapeutics Inc. - Common Stock,United States
RPRXW,Repros Therapeutics Inc.,,,Repros Therapeutics Inc. - Series A Warrant,United States
RPRXZ,Repros Therapeutics Inc.,,,Repros Therapeutics Inc. - Series B warrant,United States
RPTP,Raptor Pharmaceutical Corp.,,,Raptor Pharmaceutical Corp. - Common Stock,United States
RPXC,RPX Corporation,,,RPX Corporation - Common Stock,France
RRD,Romradiatoare,,,R.R. Donnelley & Sons Company - Common Stock,United States
RRGB,Red Robin Gourmt,Real Estate,Hotels & Entertainment Services,"Red Robin Gourmet Burgers, Inc. - Common Stock",United States
RRST,RRSat Global Communications Network Ltd.,,,RRSat Global Communications Network Ltd. - Ordinary Shares,United States
RSG,"REPUBLIC SERVICES, INC.",Utilities,Professional & Commercial Services,Republic Services Inc. Common Stock,United States
RSTI,Rosseti,Utilities,Electrical Utilities & IPPs,"Rofin-Sinar Technologies, Inc. - Common Stock",United States
RSYS,RadiSys Corporation,,,RadiSys Corporation - Common Stock,France
RTGN,Retinalgenix Tec,,,"Ruthigen, Inc. - Common Stock",United States
RTIX,"RTI Surgical, Inc.",,,"RTI Surgical, Inc. - Common Stock",France
RTK,"Rentech, Inc.",,,"Rentech, Inc. - Common Stock",France
RTRX,"Retrophin, Inc.",,,"Retrophin, Inc. - Common Stock",Hong Kong
RTX,RAYTHEON TECHNOLOGIES CORPORATION,Aerospace & Defense,Aerospace & Defense,Raytheon Technologies Corporation Common Stock,United States
RUSHA,Rush Enterprise,Consumer Staples,Specialty Retailers,"Rush Enterprises, Inc. - Class A Common Stock",United States
RUSHB,Rush Enterprise,Consumer Staples,Specialty Retailers,"Rush Enterprises, Inc. - Class B Common Stock",United States
RUTH,Ruths,Real Estate,Hotels & Entertainment Services,"Ruth's Hospitality Group, Inc. - Common Stock",United States
RVBD,"Riverbed Technology, Inc.",,,"Riverbed Technology, Inc. - Common Stock",United States
RVLT,"Revolution Lighting Technologies, Inc.",,,"Revolution Lighting Technologies, Inc. - Class A Common Stock",United States
RVNC,Revance,Health Care,Biotechnology & Medical Research,"Revance Therapeutics, Inc. - Common Stock",United States
RVSB,Riverview Bancp,Financials,Banking Services,Riverview Bancorp Inc - Common Stock,United States
RWLK,Rewalk,Health Care,Healthcare Equipment & Supplies,ReWalk Robotics Ltd - Ordinary Shares,Israel
RXDX,Precision IBD,Health Care,Biotechnology & Medical Research,"Ignyta, Inc. - Common Stock",United States
RXII,RXi Pharmaceuticals Corporation,,,RXi Pharmaceuticals Corporation - Common Stock,United States
RYAAY,RYANAIR HOLDINGS PUBLIC LIMITED COMPANY,Utilities,Passenger Transportation Services,"Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares",Ireland
SAAS,Microlise Group,Information Technology,Software & IT Services,"inContact, Inc. - Common Stock",United States
SABR,Sabre,Information Technology,Software & IT Services,Sabre Corporation - Common Stock,United States
SAEX,"SAExploration Holdings, Inc.",,,"SAExploration Holdings, Inc. - Common Stock",United States
SAFM,Sanderson Farms,Consumer Staples,Food & Tobacco,"Sanderson Farms, Inc. - Common Stock",United States
SAFT,Safety Insur,Financials,Insurance,"Safety Insurance Group, Inc. - Common Stock",United States
SAGE,SAGE,Health Care,Biotechnology & Medical Research,"Sage Therapeutics, Inc. - Common Stock",United States
SAIA,Saia,Utilities,Freight & Logistics Services,"Saia, Inc. - Common Stock",United States
SAJA,Basic Sanitation Company of the State of Sao Paulo - SABESP,Utilities,Water Utilities,"Sajan, Inc. - Common Stock",United States
SAL,Salisbury Banc,Financials,Banking Services,"Salisbury Bancorp, Inc. - Common Stock",United States
SALE,"RetailMeNot, Inc.",,,"RetailMeNot, Inc. - Series 1 Common Stock",France
SALM,Salem Media Grp,Utilities,Media & Publishing,Salem Communications Corporation - Class A Common Stock,United States
SAMG,Silvercrest Ast,Financials,Investment Banking & Investment Services,Silvercrest Asset Management Group Inc. - Common Stock,United States
SANM,Sanmina,Information Technology,Semiconductors & Semiconductor Equipment,Sanmina Corporation - Common Stock,United States
SANW,S&W Seed,Consumer Staples,Food & Tobacco,S&W Seed Company - Common Stock,United States
SANWZ,S&W Seed Company,,,S&W Seed Company - Warrants Class B 04/23/2015,France
SASR,Sandy Spring,Financials,Banking Services,"Sandy Spring Bancorp, Inc. - Common Stock",United States
SATS,EchoStar,Communication Services,Communications & Networking,EchoStar Corporation - common stock,United States
SAVE,"Spirit Airlines, Inc.",,,"Spirit Airlines, Inc. - Common Stock",United States
SBAC,SBA Communications Corporation,Real Estate,Residential & Commercial REIT,SBA Communications Corporation - Common Stock,United States
SBBX,Sussex Bancorp,,,Sussex Bancorp - Common Stock,United States
SBCF,Seacoast Banking,Financials,Banking Services,Seacoast Banking Corporation of Florida - Common Stock,United States
SBCP,"Sunshine Bancorp, Inc.",,,"Sunshine Bancorp, Inc. - Common Stock",United States
SBFG,SB Fincl Grp,Financials,Banking Services,"SB Financial Group, Inc. - Common Stock",United States
SBGI,Sinclair MA,Utilities,Media & Publishing,"Sinclair Broadcast Group, Inc. - Class A Common Stock",United States
SBLK,Star Bulk Crirs,Utilities,Freight & Logistics Services,Star Bulk Carriers Corp. - Common Stock,Greece
SBLKL,Star Bulk Carriers Corp.,,,Star Bulk Carriers Corp. - 8.00% Senior Notes Due 2019,Taiwan
SBNY,Signature Bank,Financials,Banking Services,Signature Bank - Common Stock,United States
SBNYW,Signature Bank,Financials,,Signature Bank - Warrants 12/12/2018,United States
SBRA,Sabra REIT,Real Estate,Residential & Commercial REIT,"Sabra Healthcare REIT, Inc. - Common Stock",United States
SBRAP,"Sabra Healthcare REIT, Inc.",,,"Sabra Healthcare REIT, Inc. - 7.125% Preferred Series A (United States)",United States
SBSA,"Spanish Broadcasting System, Inc.",,,"Spanish Broadcasting System, Inc. - Class A Common Stock",United States
SBSI,Southside,Financials,Banking Services,"Southside Bancshares, Inc. - Common Stock",United States
SBUX,STARBUCKS CORPORATION,Real Estate,Hotels & Entertainment Services,Starbucks Corporation - Common Stock,United States
SCAI,"Surgical Care Affiliates, Inc.",,,"Surgical Care Affiliates, Inc. - Common Stock",Taiwan
SCHL,Scholastic,Utilities,Media & Publishing,Scholastic Corporation - Common Stock,United States
SCHN,Schnitzer Steel,Metals & Mining,Metals & Mining,"Schnitzer Steel Industries, Inc. - Class A Common Stock",United States
SCHW,THE CHARLES SCHWAB CORPORATION,Financials,Investment Banking & Investment Services,Charles Schwab Corporation (The) Common Stock,United States
SCLN,"SciClone Pharmaceuticals, Inc.",,,"SciClone Pharmaceuticals, Inc. - Common Stock",United States
SCMP,"Sucampo Pharmaceuticals, Inc.",,,"Sucampo Pharmaceuticals, Inc. - Class A Common Stock",France
SCOK,"SinoCoking Coal and Coke Chemical Industries, Inc",,,"SinoCoking Coal and Coke Chemical Industries, Inc - Common Stock",United States
SCON,Superconductor Technologies Inc.,,,Superconductor Technologies Inc. - Common Stock,United States
SCOR,Comscore,Utilities,Media & Publishing,"comScore, Inc. - Common Stock",United States
SCSC,Scansource,Information Technology,"Computers, Phones & Household Electronics","ScanSource, Inc. - Common Stock",United States
SCSS,Select Comfort Corporation,,,Select Comfort Corporation - Common Stock,United States
SCTY,Monitronics Intl,Communication Services,Communications & Networking,SolarCity Corporation - Common Stock,South Korea
SCVL,Shoe Carnival,Consumer Staples,Specialty Retailers,"Shoe Carnival, Inc. - Common Stock",United States
SCYX,SCYNEXIS,Health Care,Pharmaceuticals,"SCYNEXIS, Inc. - Common Stock",United States
SEAC,SeaChange Intl,Information Technology,Software & IT Services,"SeaChange International, Inc. - Common Stock",United States
SEE,Seeing Machines,Information Technology,Software & IT Services,Sealed Air Corporation Common Stock,United States
SEED,Origin Agritech,Consumer Staples,Food & Tobacco,Origin Agritech Limited - Common Stock,China
SEIC,SEI INVESTMENTS COMPANY,Financials,Investment Banking & Investment Services,SEI Investments Company - Common Stock,United States
SEMI,SunEdison Semiconductor Limited,,,SunEdison Semiconductor Limited - Ordinary Shares,France
SENEA,Seneca Foods,Consumer Staples,Food & Tobacco,Seneca Foods Corp. - Class A Common Stock,United States
SENEB,Seneca Foods,Consumer Staples,Food & Tobacco,Seneca Foods Corp. - Class B Common Stock,United States
SEV,Sono Group,Industrials,Automobiles & Auto Parts,"Sevcon, Inc. - Common Stock",United States
SFBC,Sound Financial,Financials,Banking Services,"Sound Financial Bancorp, Inc. - Common Stock",United States
SFBS,ServisFirst,Financials,Banking Services,"ServisFirst Bancshares, Inc. - Common Stock",United States
SFLY,"Shutterfly, Inc.",,,"Shutterfly, Inc. - Common Stock",United States
SFM,Sprouts Farmers,Consumer Staples,Food & Drug Retailing,"Sprouts Farmers Market, Inc. - Common Stock",United States
SFNC,Simmons First,Financials,Banking Services,Simmons First National Corporation - Common Stock,United States
SFST,Southern First,Financials,Banking Services,"Southern First Bancshares, Inc. - Common Stock",United States
SFXE,"SFX Entertainment, Inc.",,,"SFX Entertainment, Inc. - Common Stock",France
SGBK,Stonegate Bank,,,Stonegate Bank - Common Stock,United States
SGC,Superior Grp,Industrials,Textiles & Apparel,"Superior Uniform Group, Inc. - Common Stock",United States
SGEN,Seagen,Health Care,Biotechnology & Medical Research,"Seattle Genetics, Inc. - Common Stock",United States
SGI,Superior Gold,Metals & Mining,Metals & Mining,Silicon Graphics International Corp - Common Stock,United States
SGMA,SigmaTron Intl,Information Technology,Semiconductors & Semiconductor Equipment,"SigmaTron International, Inc. - Common Stock",United States
SGMO,Sangamo,Health Care,Biotechnology & Medical Research,"Sangamo BioSciences, Inc. - Common Stock",United States
SGMS,Scientific Games Corp,,,Scientific Games Corp - Class A Common Stock,United States
SGNL,Signal Gold,Metals & Mining,Metals & Mining,"Signal Genetics, Inc. - Common Stock",Taiwan
SGNT,"Sagent Pharmaceuticals, Inc.",,,"Sagent Pharmaceuticals, Inc. - Common Stock",France
SGOC,"SGOCO Group, Ltd",,,"SGOCO Group, Ltd - Ordinary Shares (Cayman Islands)",China
SGRP,SPAR Group,Utilities,Media & Publishing,"SPAR Group, Inc. - Common Stock",United States
SGYP,"Synergy Pharmaceuticals, Inc.",,,"Synergy Pharmaceuticals, Inc. - Common Stock",France
SGYPU,"Synergy Pharmaceuticals, Inc.",,,"Synergy Pharmaceuticals, Inc. - Unit",France
SGYPW,"Synergy Pharmaceuticals, Inc.",,,"Synergy Pharmaceuticals, Inc. - Warrants",France
SHBI,Shore Banc,Financials,Banking Services,Shore Bancshares Inc - Common Stock,United States
SHEN,Shenandoah Tele,Communication Services,Telecommunications Services,Shenandoah Telecommunications Co - Common Stock,United States
SHIP,Seanergy,Utilities,Freight & Logistics Services,Seanergy Maritime Holdings Corp - Common Stock,Greece
SHLD,Sears Holdings Corporation,,,Sears Holdings Corporation - Common Stock,France
SHLDW,Sears Holdings Corporation,,,Sears Holdings Corporation - Warrant,France
SHLM,"A. Schulman, Inc.",,,"A. Schulman, Inc. - Common Stock",United States
SHLO,"Shiloh Industries, Inc.",,,"Shiloh Industries, Inc. - Common Stock",United States
SHOO,Steven Madden,Industrials,Textiles & Apparel,"Steven Madden, Ltd. - Common Stock",United States
SHOR,"ShoreTel, Inc.",,,"ShoreTel, Inc. - Common Stock",France
SHOS,"Sears Hometown and Outlet Stores, Inc.",,,"Sears Hometown and Outlet Stores, Inc. - Common Stock",United States
SHPG,Shire plc,,,"Shire plc - American Depositary Shares, each representing three Ordinary Shares",Germany
SHW,THE SHERWIN-WILLIAMS COMPANY,Energy,Chemicals,Sherwin-Williams Company (The) Common Stock,United States
SIAL,Sigma,,,Sigma-Aldrich Corporation - Common Stock,United States
SIBC,"State Investors Bancorp, Inc.",,,"State Investors Bancorp, Inc. - Common Stock",United States
SIEB,Siebert Fin,Financials,Investment Banking & Investment Services,Siebert Financial Corp. - Common Stock,United States
SIEN,Sientra,Health Care,Healthcare Equipment & Supplies,"Sientra, Inc. - Common Stock",United States
SIFI,"SI Financial Group, Inc.",,,"SI Financial Group, Inc. - Common Stock",United States
SIFY,Sify Tech,Communication Services,Telecommunications Services,"Sify Technologies Limited - American Depository Shares, each represented by one Equity Share",India
SIGA,SIGA Tech,Health Care,Pharmaceuticals,SIGA Technologies Inc. - Common Stock,United States
SIGI,Selective Ins,Financials,Insurance,"Selective Insurance Group, Inc. - Common Stock",United States
SIGM,"Sigma Designs, Inc.",,,"Sigma Designs, Inc. - Common Stock",France
SILC,Silicom,Communication Services,Communications & Networking,Silicom Ltd - Ordinary Shares,Israel
SIMG,"Silicon Image, Inc.",,,"Silicon Image, Inc. - Common Stock",United States
SIMO,SILICON MOTION TECHNOLOGY CORPORATION,Information Technology,Semiconductors & Semiconductor Equipment,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares",Taiwan
SINA,Sinatex,,,Sina Corporation - Ordinary Shares,United States
SINO,Sino,,,"Sino-Global Shipping America, Ltd. - Common Stock",United States
SIRI,Sirius XM Holdgs,Utilities,Media & Publishing,Sirius XM Holdings Inc. - Common Stock,United States
SIRO,"Sirona Dental Systems, Inc.",,,"Sirona Dental Systems, Inc. - Common Stock",United States
SIVB,SVB FINANCIAL GROUP,Financials,Banking Services,SVB Financial Group - Common Stock,United States
SIVBO,SVB Financial Group,Financials,,SVB Financial Group - 7% Cumulative Trust Preferred Securities - SVB Capital II,United States
SIXD,6D Global Tech,Information Technology,Software & IT Services,"6D Global Technologies, Inc. - Common Stock",United States
SJM,JM Smucker,Consumer Staples,,J.M. Smucker Company (The) New Common Stock,United States
SKBI,Skystar Bio,,,Skystar Bio-Pharmaceutical Company - Common Stock,United States
SKIS,"Peak Resorts, Inc.",,,"Peak Resorts, Inc. - Common Stock",Germany
SKOR,FlexShares Credit,,,FlexShares Credit-Scored US Corporate Bond Index Fund,United States
SKUL,"Skullcandy, Inc.",,,"Skullcandy, Inc. - Common Stock",United States
SKYS,"Sky Solar Holdings, Ltd.",,,"Sky Solar Holdings, Ltd. - American Depositary Shares",United States
SKYW,SkyWest,Utilities,Passenger Transportation Services,"SkyWest, Inc. - Common Stock",United States
SKYY,First Trust ISE Cloud Computing Index Fund,,,First Trust ISE Cloud Computing Index Fund,United States
